ExhaustiveStarScheduler, TercioScheduler, 
6 61.84557237988377
7 62.00372669210155
8 63.57771814703416
9 72.39451083168616
10, 61.84557237988377, 61.84557237988377, 
0 66.84796745708027
1 63.96075688395021
2 63.96075688395021
3 63.90539167410694
4 63.88742509873978
5 64.21953485058941
6 64.51076629988356
7 64.42207278573626
8 63.88742509873978
9 63.45424028846243
10, 63.45424028846243, 63.45424028846244, 
0 62.79101078018343
1 69.65618494050139
2 62.79101078018343
3 64.60165866633209
4 67.85950068836813
5 62.79101078018344
6 66.6064403922657
7 70.17136905682231
8 62.79101078018344
9 62.79101078018344
10, 62.79101078018343, 61.77353153331697, 
0 67.5610181575885
1 65.58339139617189
2 63.29621165588833
3 63.11266682867659
4 62.492059398085885
5 61.09627214055398
6 62.492059398085885
7 63.29621165588833
8 63.29621165588833
9 61.98140448545339
10, 61.09627214055398, 61.05785157128113, 
0 61.8826104116662
1 61.279925016573564
2 62.645242207506584
3 61.8826104116662
4 61.8826104116662
5 61.8826104116662
6 61.96959028608041
7 61.8826104116662
8 61.96959028608041
9 61.8826104116662
10, 61.279925016573564, 59.782068750261494, 
0 62.09100406183576
1 62.491927499118276
2 62.09100406183576
3 62.09100406183576
4 70.44873276451032
5 62.09100406183576
6 62.09100406183576
7 65.24228179162802
8 62.09100406183576
9 66.67794300882181
10, 62.09100406183576, 62.09100406183576, 
0 62.52978190233665
1 63.124682699854176
2 62.56350703247807
3 62.639479834664584
4 62.09111912060443
5 62.09111912060443
6 62.52978190233665
7 64.97582496959996
8 65.84905470968252
9 62.56350703247807
10, 62.09111912060443, 61.69875855838825, 
0 64.17351022675555
1 63.53681976573795
2 63.59177865434706
3 63.33527144326217
4 63.70381804031483
5 63.70381804031483
6 68.61104085776374
7 64.17351022675555
8 64.17351022675555
9 63.3173176590414
10, 63.3173176590414, 63.08723209179705, 
0 65.61420500067369
1 65.61420500067369
2 65.61420500067369
3 65.61420500067369
4 65.61420500067369
5 65.61420500067369
6 65.61420500067369
7 65.61420500067369
8 65.61420500067369
9 65.61420500067369
10, 65.61420500067369, 65.61420500067369, 
0 71.01409931862057
1 70.7982908997192
2 61.64310989441347
3 70.7982908997192
4 61.47048473649771
5 64.69456989372075
6 64.69456989372075
7 64.69456989372075
8 64.69456989372075
9 66.86269692980596
10, 61.47048473649771, 61.47048473649772, 
0 67.25752431988144
1 63.73406688322552
2 62.56631253184222
3 62.871628113762725
4 62.06766068041822
5 62.871628113762725
6 67.25752431988144
7 69.1047663504396
8 67.25752431988144
9 63.82211746987923
10, 62.06766068041822, 62.06766068041822, 
0 59.96333090787485
1 57.50318248698401
2 62.33456529151562
3 57.87590033288807
4 62.264235020977814
5 62.100969220010796
6 61.94673096721183
7 60.03482327185095
8 62.12864407756416
9 62.06196489060828
10, 57.50318248698401, 57.50318248698401, 
0 59.217511718197876
1 62.61948322412012
2 69.28622229350576
3 61.785596820757675
4 59.3021384752414
5 62.66197272935463
6 60.92717787200337
7 59.3021384752414
8 59.217511718197876
9 62.641731828105655
10, 59.217511718197876, 55.22273215559466, 
0 62.12553672040071
1 62.12553672040071
2 62.12553672040072
3 62.3624454041377
4 62.22913227296651
5 62.12553672040071
6 62.12553672040071
7 62.12553672040071
8 62.12553672040071
9 62.3624454041377
10, 62.12553672040071, 62.12553672040071, 
0 63.97254076791427
1 63.94039171191403
2 64.53987160588954
3 64.0352234183103
4 63.94039171191403
5 64.0352234183103
6 63.94039171191403
7 64.10456496764765
8 63.94039171191403
9 63.94039171191403
10, 63.94039171191403, 63.877709061518004, 
0 61.78610775524855
1 60.851411246946206
2 61.78610775524855
3 61.73648579749806
4 61.81785632836362
5 60.851411246946206
6 65.15670252405883
7 60.851411246946206
8 61.78610775524855
9 61.786107755248565
10, 60.851411246946206, 60.851411246946206, 
0 63.27194290618693
1 66.49640685790983
2 62.12155529128442
3 64.33526779523844
4 64.9753602401178
5 63.61394949184097
6 62.86463592568776
7 66.49640685790983
8 62.947782635617884
9 62.12155529128442
10, 62.12155529128442, 62.09989497173622, 
0 63.461221124072445
1 63.81175336669801
2 64.06965805762857
3 63.81225691392467
4 63.81426089048475
5 63.60587711197001
6 63.00687930129974
7 63.461221124072445
8 63.537072314075694
9 63.00687930129974
10, 63.00687930129974, 62.884924531529236, 
0 73.12610189843157
1 66.11528167115407
2 69.10016138096557
3 66.11528167115407
4 66.11528167115407
5 73.03376427449822
6 72.88413450569517
7 66.11528167115407
8 72.88413450569517
9 72.88413450569517
10, 66.11528167115407, 63.03131569676227, 
0 60.56836310459142
1 58.10496462239424
2 63.2579613465747
3 63.40399398517127
4 60.56836310459142
5 61.95082447769982
6 63.2579613465747
7 61.02338645379977
8 61.95082447769982
9 61.95082447769982
10, 58.10496462239424, 57.843787620420464, 
0 71.73874435496683
1 65.96950480574145
2 65.96950480574145
3 71.73874435496683
4 65.96950480574145
5 65.96950480574145
6 65.96950480574145
7 65.96950480574145
8 65.96950480574145
9 71.73874435496683
10, 65.96950480574145, 63.18176414212952, 
0 62.374046069032694
1 62.734490532763694
2 62.88324360457083
3 62.242546169381306
4 62.374046069032694
5 62.242546169381306
6 64.33113093859053
7 62.242546169381306
8 62.88324360457083
9 62.374046069032694
10, 62.242546169381306, 60.745826288352504, 
0 65.83550917919337
1 65.34127906230054
2 66.1436284447318
3 66.1436284447318
4 65.34127906230054
5 65.58770042128458
6 65.83550917919337
7 66.1436284447318
8 65.52462607399673
9 66.1436284447318
10, 65.34127906230054, 65.34127906230054, 
0 68.66645693359352
1 64.90772712395363
2 62.75236481831665
3 68.66645693359352
4 63.979296069197105
5 70.61588935968174
6 63.22188197402407
7 68.66645693359352
8 66.3146505191861
9 63.29408419386602
10, 62.75236481831665, 62.23426187418842, 
0 67.95207216910832
1 67.3951522881878
2 67.95207216910832
3 71.0305735191301
4 67.3951522881878
5 71.0305735191301
6 67.3951522881878
7 67.47169078771795
8 67.95207216910832
9 67.95207216910832
10, 67.3951522881878, 65.16748208628059, 
0 70.01084136676455
1 66.1285446722019
2 63.690799241835705
3 73.34187565840412
4 62.97992204727855
5 63.690799241835705
6 62.91424152888608
7 73.4075561767966
8 73.34187565840412
9 62.97992204727855
10, 62.91424152888608, 62.91424152888608, 
0 62.8403045823708
1 62.95535694911894
2 62.8403045823708
3 62.92988236007407
4 61.45504243241513
5 62.95535694911895
6 62.980608674323534
7 62.49233566787737
8 62.8403045823708
9 62.95535694911895
10, 61.45504243241513, 61.45504243241513, 
0 64.19761460130947
1 64.63075212179723
2 64.74677925528181
3 64.0042492402468
4 64.02511113976848
5 65.16553893089456
6 64.63075212179723
7 63.458006902739825
8 63.772667477893265
9 64.20672862844467
10, 63.458006902739825, 63.13484634751691, 
0 64.42821063133486
1 65.7688085650926
2 69.22128637235683
3 66.92743222707008
4 64.65366534647004
5 64.21833712696291
6 65.34809389307779
7 67.64194803836453
8 65.7688085650926
9 63.733782084727096
10, 63.733782084727096, 63.105218564163785, 
0 63.45456685850585
1 63.46475002556873
2 63.49611579434202
3 71.24652317781297
4 71.24652317781297
5 66.24363717848539
6 64.14595963367964
7 62.47211666314219
8 68.05751191686818
9 63.96136691629632
10, 62.47211666314219, 58.67554696607055, 
0 61.20626075210426
1 61.615468301093244
2 61.20626075210424
3 61.615468301093244
4 61.625628883657114
5 61.615468301093244
6 61.20626075210424
7 61.77237962318094
8 61.77237962318094
9 61.20626075210424
10, 61.20626075210424, 61.20626075210425, 
0 65.6263022987178
1 63.425974444785666
2 62.75682908270992
3 63.544927768820635
4 63.35837305627762
5 63.35837305627762
6 63.544927768820635
7 62.75682908270992
8 63.35837305627762
9 64.25524402400904
10, 62.75682908270992, 62.75682908270992, 
0 65.5823120664934
1 65.5823120664934
2 65.51066025825018
3 65.5823120664934
4 65.5823120664934
5 72.11386200282169
6 64.9690852702012
7 67.34336272870756
8 74.24727059837915
9 68.88716579804
10, 64.9690852702012, 61.97422889390975, 
0 64.31448474833364
1 64.37358409232692
2 63.30532767414243
3 63.789108752749414
4 63.30532767414243
5 67.41111634110257
6 63.340234555019975
7 64.04615528257986
8 63.30532767414243
9 63.730009408756146
10, 63.30532767414243, 63.30532767414243, 
0 61.94856328024147
1 62.17637871472823
2 62.039796545658746
3 62.039796545658746
4 61.86139034304753
5 62.039796545658746
6 61.94856328024147
7 61.86139034304753
8 61.94856328024147
9 62.039796545658746
10, 61.86139034304753, 61.86139034304753, 
0 62.28352431090136
1 61.96282337660348
2 57.94191624300032
3 62.54794085685136
4 61.87480174261914
5 61.979540920474726
6 62.06756255445907
7 62.06756255445907
8 62.06756255445907
9 61.96282337660348
10, 57.94191624300032, 57.94191624300032, 
0 72.42961259487598
1 65.76173569687512
2 62.58144343946811
3 61.70007893186129
4 61.70007893186129
5 62.58144343946811
6 72.42961259487598
7 62.58144343946811
8 62.58144343946811
9 72.42961259487598
10, 61.70007893186129, 61.70007893186129, 
0 63.67196574363808
1 63.146806950570976
2 63.11973118652503
3 63.11973118652503
4 63.7826430680807
5 64.41781477603547
6 68.35778002071567
7 63.146806950570976
8 64.11740880188896
9 70.66374579260598
10, 63.11973118652503, 63.05137762108153, 
0 64.50391876918982
1 64.04064429412192
2 64.006357759807
3 64.13248364680966
4 64.11633274833153
5 63.99034708388965
6 64.19381826497178
7 64.04064429412192
8 64.06152048144513
9 65.14406481205361
10, 63.99034708388965, 63.99034708388965, 
0 62.58055574509303
1 62.502028079286056
2 62.72323784989602
3 62.502028079286056
4 62.72164509143798
5 62.74818636863927
6 64.9271310161201
7 62.58055574509303
8 62.502028079286056
9 62.620654676154906
10, 62.502028079286056, 62.35502101028566, 
0 62.88282086213604
1 59.24078397190826
2 62.04542515132488
3 62.44934869392261
4 62.217760045244226
5 62.217760045244226
6 62.12201110263617
7 62.04542515132488
8 59.88204131759323
9 62.434730393321885
10, 59.24078397190826, 58.84594876954586, 
0 61.72285263876811
1 63.072714055606646
2 63.877780885415824
3 61.978114044412656
4 61.85871480506879
5 61.72285263876811
6 61.85871480506879
7 61.978114044412656
8 61.978114044412656
9 61.85871480506879
10, 61.72285263876811, 61.60519094263857, 
0 62.299444054030836
1 61.98398598709845
2 61.98398598709845
3 62.44768860524657
4 62.299444054030836
5 62.15769959394392
6 61.942702939165905
7 62.16116891288598
8 61.942702939165905
9 65.9354976782852
10, 61.942702939165905, 61.60205212132936, 
0 67.21621865960724
1 64.52738189482919
2 65.98687056775121
3 63.16489090870711
4 70.43661082922387
5 63.37506263072494
6 63.16489090870711
7 64.78698389583622
8 63.26079523291804
9 63.134313035743375
10, 63.134313035743375, 62.977281223677494, 
0 65.784846941081
1 63.28537214316934
2 72.89606583716872
3 72.89606583716872
4 65.784846941081
5 65.784846941081
6 66.90765616944627
7 73.088935392191
8 72.78012817167938
9 72.78012817167938
10, 63.28537214316934, 63.28537214316934, 
0 72.8896003782036
1 72.8896003782036
2 72.8896003782036
3 72.8896003782036
4 72.8896003782036
5 79.87605454650773
6 72.8896003782036
7 83.01429946479311
8 72.8896003782036
9 72.8896003782036
11, 72.8896003782036, 72.8896003782036, 
0 67.86449455115478
1 66.45104391636903
2 65.44126538283045
3 65.75779137763874
4 65.67951864849258
5 65.03124216573127
6 67.2219004264638
7 66.45104391636903
8 66.52838152155475
9 66.52838152155475
11, 65.03124216573127, 64.83333680388036, 
0 72.03267091100987
1 72.03267091100987
2 72.07326549003574
3 71.80703607520161
4 71.80703607520161
5 69.35227620517816
6 69.69535986734456
7 71.91753301286657
8 72.22611302570543
9 71.91753301286657
11, 69.35227620517816, 62.79943423156596, 
0 63.488791673130116
1 64.12869407826119
2 75.32733197796102
3 64.12869407826119
4 64.12869407826119
5 69.54203323064979
6 69.54203323064979
7 63.488791673130116
8 72.30185810055414
9 64.12869407826119
11, 63.488791673130116, 63.488791673130116, 
0 62.24254323453576
1 62.60918627202042
2 62.56808438130041
3 62.71576125611804
4 62.06615347400197
5 68.08297395405344
6 62.56808438130041
7 67.22147727617151
8 62.56808438130041
9 66.97181810655219
11, 62.06615347400197, 62.06615347400197, 
0 75.88783620845172
1 75.88783620845172
2 87.65356226591591
3 80.37716899891063
4 73.79165890865987
5 75.88783620845172
6 80.37716899891063
7 80.37716899891063
8 80.37716899891063
9 84.47457029796571
11, 73.79165890865987, 73.79165890865987, 
0 72.98324864168505
1 74.1354947832613
2 68.45736592017165
3 72.98324864168505
4 70.89633614838964
5 70.89633614838964
6 78.51703227358968
7 68.85542922735452
8 74.1354947832613
9 72.98324864168505
11, 68.45736592017165, 68.45736592017165, 
0 71.32185944406038
1 71.66118948258168
2 72.45062018781083
3 72.37258165029891
4 71.87051131837131
5 71.32185944406037
6 71.66118948258168
7 72.11814615221914
8 72.40408441945098
9 72.50388768178486
11, 71.32185944406037, 71.32185944406038, 
0 71.90837022429292
1 72.34709708806331
2 72.75858852121647
3 72.37121372925105
4 72.37121372925105
5 71.90837022429292
6 72.73364558431068
7 72.75858852121647
8 72.34051547639876
9 72.78605785262046
11, 71.90837022429292, 70.7925118955022, 
0 75.70343593206492
1 75.70343593206492
2 77.84080215486888
3 77.95229473871669
4 75.70343593206492
5 77.84080215486888
6 76.9786928523545
7 78.1441833968328
8 75.70343593206492
9 76.9786928523545
11, 75.70343593206492, 64.91296904564422, 
0 64.6054792069334
1 69.50203501387253
2 63.48315863328658
3 63.48315863328658
4 64.7652568540998
5 68.35132032786282
6 70.43339204742175
7 64.6054792069334
8 62.06704627483303
9 62.06704627483303
11, 62.06704627483303, 62.06704627483303, 
0 70.00324515873054
1 73.29655771773935
2 65.81539370995623
3 68.98536771893566
4 72.77642127940399
5 65.81539370995623
6 72.9522713150546
7 73.14542175490223
8 67.38622917328237
9 72.83299487425872
11, 65.81539370995623, 64.25041509467295, 
0 68.48077186576049
1 71.54910779363732
2 68.48077186576049
3 75.47241338547279
4 71.54910779363732
5 68.48077186576049
6 71.9182040432486
7 70.01478970886062
8 68.48077186576049
9 69.4959243885508
11, 68.48077186576049, 61.819763229187245, 
0 85.71519900300048
1 85.71519900300048
2 84.7260753953496
3 85.71519900300048
4 84.7260753953496
5 85.71519900300048
6 84.7260753953496
7 85.71519900300048
8 85.71519900300048
9 85.71519900300048
11, 84.7260753953496, 84.7260753953496, 
