MILP, Buffered, Tercio, Search
4, 7.16876066948109, 7.16876066948109, 7.16876066948109, 7.16876066948109
4, 5.4131308052394225, 5.41313080523946, 5.41313080523946, 5.41313080523946
4, 4.336054408495253, 5.278447598759986, 4.336054408495253, 4.336054408495253
4, 7.963986672795894, 7.963986672795894, 7.963986672795894, 7.963986672795894
4, 11.253489342712417, 11.253489342712415, 11.253489342712415, 11.253489342712415
4, 5.695934400668715, 5.695934400668715, 5.695934400668715, 5.695934400668715
4, 6.754794754388324, 6.754794754388323, 6.754794754388323, 6.754794754388323
4, 14.755824367544879, 14.75582436754565, 14.75582436754565, 14.755824367545648
4, 7.376714323434323, 7.376714323434323, 7.376714323434323, 7.376714323434323
4, 9.545421151623003, 9.545421151623001, 9.545421151623001, 9.545421151623001
4, 6.7104965589976135, 6.710496558997655, 6.710496558997655, 6.710496558997655
4, 7.230450391769409, 7.230450463161539, 7.230450463161539, 7.230450463161539
4, 3.606599109655818, 3.606599109655818, 3.606599109655818, 3.606599109655818
4, 4.18312139962998, 4.183121399629986, 4.183121399629986, 4.183121399629986
4, 5.216230422851213, 5.216230423473241, 5.21623042347324, 5.21623042347324
4, 4.094789241204859, 4.094789241204859, 4.09478924120486, 4.094789241204859
4, 3.5917688628769304, 3.5917688628769304, 3.5917688628769304, 3.5917688628769304
4, 5.528804318516658, 5.528804318516738, 5.528804318516738, 5.528804318516738
4, 4.373354139120751, 4.373354139120766, 4.825468411857595, 4.373354139120766
4, 7.031564321169383, 7.031564321169383, 7.031564321169383, 7.031564321169383
4, 6.045199987910027, 6.045199987910251, 6.045199987910251, 6.045199987910251
4, 10.628104986657405, 10.628104986657426, 10.628104986657426, 10.628104986657426
4, 4.619356372541872, 4.619356372541872, 4.619356372541872, 4.619356372541872
4, 8.259644531309492, 8.259644531309494, 8.259644531309494, 8.259644531309494
4, 8.017571776842553, 8.017571776842555, 8.017571776842555, 8.017571776842555
4, 9.036213633960884, 9.036213634964515, 9.036213634964515, 9.036213634964515
4, 10.471799004215892, 10.471799004218896, 10.471799004218896, 10.471799004218896
4, 6.896631042832993, 6.896631042833059, 6.896631042833059, 6.896631042833059
4, 8.188217402998639, 8.188217402998639, 8.188217402998639, 8.188217402998639
4, 3.875497915192933, 3.875497915192933, 3.875497915192933, 3.875497915192933
4, 7.798974825052548, 7.798974825932848, 7.798974825932848, 7.798974825932848
4, 6.551191772339322, 6.551191773094889, 6.551191773094889, 6.551191773094889
4, 7.115900770218527, 7.115900770218574, 7.115900770218574, 7.115900770218573
4, 6.4244455358262, 6.42444553582623, 6.42444553582623, 6.42444553582623
4, 9.706788386323778, 9.70678838632378, 9.70678838632378, 9.70678838632378
4, 6.547428448814532, 6.547428448814531, 6.547428448814531, 6.547428448814531
4, 5.018299801894641, 5.018299801894657, 5.018299801894657, 5.018299801894657
4, 5.367983764895163, 5.367983764895162, 5.367983764895162, 5.367983764895162
4, 6.247634349346284, 8.657082783557641, 6.247634349348218, 6.247634349348218
4, 3.928713613961612, 3.928713613961612, 3.928713613961612, 3.928713613961612
4, 10.247100672651092, 10.247100672651092, 10.247100672651092, 10.247100672651092
4, 10.826990932166327, 10.826990932166355, 10.826990932166355, 10.826990932166355
4, 5.390090504694724, 5.390090504694724, 5.390090504694724, 5.390090504694724
4, 7.527418517613768, 7.5274185176137935, 7.5274185176137935, 7.5274185176137935
4, 5.0856824744999924, 5.0856824744999924, 5.0856824744999924, 5.0856824744999924
4, 5.7873467857843, 5.787346785784299, 5.787346785784299, 5.787346785784299
4, 7.462941057913454, 7.462941057913554, 7.462941057913554, 7.462941057913554
4, 10.113520609373978, 10.113520609373976, 10.113520609373978, 10.113520609373976
4, 5.912095990923548, 5.912095990923548, 5.912095990923548, 5.912095990923548
4, 6.491478560700662, 6.491478560700662, 7.466053213594449, 6.491478560700662
4, 9.349964442108817, 9.349964442108819, 9.349964442108819, 9.349964442108819
4, 3.7320210645681584, 3.7320210645681584, 3.7320210645681584, 3.7320210645681584
4, 5.379078359207202, 5.379078359207238, 5.379078359207238, 5.379078359207238
4, 3.504392327719252, 3.504392327719258, 3.504392327719258, 3.504392327719258
4, 12.357773768136084, 12.357773768136083, 12.357773768136083, 12.357773768136083
4, 11.864697434328974, 11.864697434328974, 11.864697434328974, 11.864697434328974
4, 7.034592371821599, 7.034592371821598, 7.034592371821598, 7.034592371821598
4, 6.129237348267754, 7.208744268751497, 7.208744268751497, 6.129237348267775
4, 4.4843153364083825, 4.4843153364083825, 4.4843153364083825, 4.4843153364083825
4, 4.575008842722198, 4.575008842722198, 4.575008842722198, 4.575008842722198
4, 9.545552314993046, 9.986095715555255, 9.986095715555255, 9.545552314993065
4, 6.504122553012679, 6.504122553012781, 6.504122553012781, 6.504122553012781
4, 9.653254968838985, 9.653254968839192, 9.653254968839192, 9.653254968839192
4, 7.178884333948601, 7.178884333948602, 7.178884333948602, 7.178884333948602
4, 4.026309389738449, 4.026309389738475, 4.026309389738475, 4.026309389738475
4, 5.8672553322524585, 5.867255332252461, 5.867255332252461, 5.867255332252461
4, 5.396296295472252, 5.396296295472252, 5.396296295472252, 5.396296295472252
4, 8.581850416513133, 9.51518125982751, 8.581850416513138, 8.581850416513138
4, 7.8357023591232675, 7.8357023591232675, 7.8357023591232675, 7.835702359123267
4, 6.498361613948486, 6.498361613948626, 6.498361613948626, 6.498361613948626
4, 3.0413338149701503, 3.0413338149701503, 3.0413338149701503, 3.0413338149701503
4, 8.131112971598917, 8.131112971598919, 8.131112971598919, 8.131112971598919
4, 4.514741849872699, 4.514741849872699, 4.514741849872699, 4.514741849872699
4, 6.028403628822108, 6.028403628822109, 6.028403628822109, 6.028403628822109
4, 4.038904465630093, 4.038904465630093, 4.038904465630093, 4.038904465630093
4, 5.989261015932004, 5.989261015932004, 5.989261015932003, 5.989261015932003
4, 5.420262223408895, 5.420262223408896, 5.420262223408896, 5.420262223408896
4, 6.834712742914756, 6.834712742914755, 6.834712742914755, 6.834712742914755
4, 6.891821642331139, 6.891821642331139, 6.891821642331139, 6.891821642331139
4, 7.184522277398863, 7.184522277398843, 7.184522277398843, 7.184522277398841
4, 8.066636175113667, 8.066636175113784, 8.066636175113786, 8.066636175113784
4, 4.6958216828492, 4.695821682849296, 4.695821682849296, 4.695821682849296
4, 4.866957600719386, 4.866957600719417, 4.866957600719417, 4.866957600719417
4, 9.037344679953547, 9.037344679955652, 9.037344679955652, 9.037344679955652
4, 3.4734933255061997, 3.473493325506249, 3.473493325506249, 3.473493325506249
4, 9.18165245699467, 9.18165245699467, 9.18165245699467, 9.18165245699467
4, 4.5562283314000975, 4.556228331400101, 4.556228331400101, 4.556228331400101
4, 5.023809667707628, 5.023809668310449, 5.023809668310449, 5.023809668310449
4, 7.527096624010845, 7.527096624864254, 7.527096624864254, 7.527096624864254
4, 7.80258597950344, 7.8025859795056745, 7.8025859795056745, 7.802585979505674
4, 5.0814351551364965, 5.081435155136577, 5.081435155136577, 5.081435155136577
