MILP, Rearrange, Tercio, Search
10, 14.11808196239459, 17.594493555331752, 16.96345553336586, 16.67980571348429
10, 11.038004969518607, 11.624867909395828, 11.038004970722351, 11.038004970722351
10, 14.979955923814709, 14.979955923830898, 16.493404832492107, 14.979955923830898
10, 11.681779120858131, 15.731953319165175, 14.321463193070617, 12.086080784031761
10, 11.84046165455826, 12.32504603687376, 15.360326714456534, 12.32504603687376
10, 11.097720611536715, 13.506416945259229, 13.506416945259229, 11.498479921429215
10, 12.622706335885347, 15.896105703419336, 15.896105703419336, 14.783547940213248
10, 11.235362058649898, 11.681103624660729, 11.681103624660729, 11.681103624660729
10, 14.168859322934772, 15.535577614624938, 15.53557761462494, 15.535577614624938
10, 11.864259443392115, 19.50720898376591, 18.0150244823546, 11.864259443395087
10, 10.340805527310815, 13.717967633372496, 12.736623014142712, 12.517859213416639
10, 11.030199369178286, 11.030199370382789, 12.484036375530218, 11.030199370382789
10, 7.036611983514875, 7.6350884478766075, 7.6350884478766075, 7.588780558675301
10, 21.06118940302608, 21.807035292488973, 21.807035292488973, 21.061189405232493
10, 14.255504098085972, 17.788748432043146, 14.255504099611553, 14.255504099611553
10, 10.666293424390384, 11.958013938669108, 11.958013938669108, 10.666293424390387
10, 10.50261537233618, 10.891738002066809, 10.502615372368187, 10.502615372368187
10, 11.447968637628904, 16.469605076912547, 12.19326527033418, 12.19326527033418
10, 12.137549855036434, 16.919628133319094, 14.579388234915953, 14.579388234915953
10, 12.954087538769514, 12.954087540165535, 12.954087540165535, 12.954087540165535
10, 14.215987795664818, 14.215987795668747, 14.215987795668747, 14.215987795668747
10, 12.879767076435552, 14.869481316049711, 13.801298355935337, 12.879767076435552
10, 6.893344253024607, 8.988637452130309, 9.313865330193343, 8.274076353627134
10, 16.940449640327383, 19.441682219749623, 22.421259628797745, 16.940449640344205
10, 13.421557157219258, 14.318796365945829, 14.318796365945829, 14.318796365945829
11, 9.375744731989593, 11.211987824329196, 11.585784412189408, 11.119495479321671
11, 12.612452242950331, 15.948798781691636, 14.989936181970943, 13.814454843049482
11, 15.078378462576337, 16.531506958995674, 18.333880296919965, 16.531506958995674
11, 10.543221701062023, 14.752215921236496, 12.996980189737279, 12.794158061241975
11, 17.988592034010072, 19.037716868023878, 19.73026978002195, 17.988592034010072
11, 10.829123604907256, 14.447047570571991, 14.103077077627777, 12.091804700620777
11, 10.789263812174074, 15.847528135710967, 13.383792445389203, 12.038044666285689
11, 12.268872831612832, 18.522541117756454, 16.722999387484812, 16.722999387484812
11, 16.268499415196302, 22.29240029682619, 17.66188622913089, 17.66188622913089
11, 12.885938321733704, 19.57395704761417, 16.93327684067424, 15.293321528045817
11, 19.7174221098319, 20.587943499240176, 22.710658316221505, 20.587943499240176
11, 16.815175808509874, 18.321721986055955, 17.889067064763733, 16.960703766284563
11, 12.24787898585588, 12.959144972473517, 12.959144972473517, 12.959144972473517
11, 12.234646990764288, 13.833278986920027, 14.589556871121383, 13.833278986920027
11, 16.130347301134513, 19.560423890285158, 17.90949140767574, 17.909491407675738
11, 14.218588923489165, 16.781530388973238, 18.314432207627217, 16.302643563026688
11, 14.787429834642932, 18.326368043065063, 18.326368043065063, 18.326368043065063
11, 15.533397663841171, 24.044721681304093, 18.943240943951484, 15.533397663841154
11, 12.25864305862838, 14.435923144121704, 13.42817067929835, 13.893746767246059
11, 11.673367826757866, 14.009815026643306, 14.009815026643306, 11.673367826757865
11, 14.116341571854743, 14.940931689014937, 14.940931689014937, 14.116341573366379
11, 16.205928768136964, 19.448881720754684, 19.448881720754684, 18.05069349851997
11, 9.376810521274152, 12.012649364410441, 12.868621358859736, 10.541677033889526
11, 11.357611449568338, 13.7526976821773, 13.7526976821773, 11.686659603935354
11, 12.589962813815566, 14.562191108722262, 15.710282348097811, 14.562191108722262
11, 12.657749798125524, 15.875166942889383, 15.875166942889383, 12.745675934057967
11, 14.115334608776834, 16.732759577972917, 16.636501779954923, 16.732759577972917
11, 24.422719910034843, 26.204456287973485, 29.878727438416533, 26.204456287973485
11, 12.27025756998094, 15.313944021199063, 17.234632489367435, 13.65937643284689
11, 12.750990549810638, 16.84019306868702, 16.150729899517145, 14.595622962011973
11, 9.636482472055349, 10.555957814050418, 13.93489219589493, 10.345430043459162
11, 14.67608783606906, 21.413139361841633, 21.413139361841633, 15.900484266108544
11, 11.887465141548864, 12.517975511531999, 15.302636380097118, 11.887465142837588
11, 15.488250498578477, 18.06439870342495, 18.06439870342495, 18.06439870342495
11, 15.37586021675826, 21.807972975316492, 21.807972975316492, 20.215839391449244
11, 16.361282232501793, 22.915445021289585, 22.915445021289585, 20.513430842144196
11, 12.701109331846462, 12.840557856133167, 13.451470445794794, 12.840557856133167
11, 14.197266376855058, 16.047898688376502, 16.047898688376502, 16.0478986883765
11, 11.256078279484957, 13.23543045646613, 12.149730916315278, 11.256078279484957
11, 20.507721227309176, 23.51627855389461, 21.908046782804146, 20.50772122730918
11, 14.16005698637805, 17.819417529455503, 16.592270723771957, 15.808592288529363
11, 13.877597659253876, 16.347576174715673, 15.406740529411117, 14.652331629576702
11, 14.389927107717881, 19.37493771797726, 16.259251209306928, 15.633604040155433
11, 17.224225376354184, 22.089023111771088, 22.089023111771088, 17.22422537817662
11, 16.69545903740066, 17.205688472355178, 19.63887346520037, 16.695459037400724
11, 15.622913941756451, 17.93566970601089, 17.93566970601089, 15.622914014314757
11, 13.448769546601582, 19.575936266124742, 19.499286097100914, 14.995823373967859
11, 13.066257538630618, 16.09571308338305, 13.06625753863059, 13.06625753863059
11, 14.905668377468071, 16.820250401943607, 16.820250401943607, 16.820250401943607
11, 13.723397954556448, 18.144058166133036, 18.144058166133036, 17.857251263290827
11, 10.338988259306094, 11.586747149085678, 13.308085265101008, 11.586747149085678
11, 14.13357775245152, 17.689456882188683, 16.46026594818668, 17.689456882188683
11, 13.896399307361246, 16.25984661472013, 16.25984661472013, 14.87803120952857
11, 14.629893431599104, 19.319444817077716, 19.319444817077716, 16.567051004181028
11, 16.49852380228475, 22.2486209520937, 18.713736383721304, 16.980191737920602
11, 8.919662289252413, 10.762780393498682, 10.762780393498682, 10.474916707607123
11, 21.682746985821808, 23.52897972805779, 23.52897972805779, 22.58176086326788
11, 11.111134126852816, 12.61620687634966, 13.515729838422953, 12.61620687634966
11, 10.204384368059362, 13.685979275083175, 12.96367322296283, 11.457946702719246
11, 12.99778204956717, 13.645371964853664, 15.353937698299827, 13.292307657616902
11, 12.82222548236263, 14.123669251025412, 12.82222548236269, 13.253049525541144
11, 18.783036031749354, 22.86517516785696, 22.124445981182525, 19.87004196081725
11, 15.106629022144054, 17.81747550857763, 15.10662902214405, 15.10662902214405
11, 13.01369819222814, 18.92878490462557, 17.58042291859259, 15.916926139471004
11, 13.180645868549698, 14.653953312507653, 14.653953312507653, 14.653953312507653
11, 10.882433829771829, 12.392980310995426, 11.869763818202152, 11.86976381820215
11, 12.994467492794685, 17.996616458119195, 15.081386807281593, 15.081386807281593
11, 14.805242148163618, 18.491708034985873, 16.57199710510171, 16.257292495578668
11, 12.637273471954394, 14.652430422364876, 16.353780863862255, 13.988488757060011
11, 13.581716553049292, 14.37513612347059, 14.37513612347059, 13.581716553050716
11, 18.762756144366197, 24.099708777406956, 19.98001129712362, 18.762756144366197
11, 15.999845519663339, 18.747235820421988, 18.747235820421988, 15.999845519663378
11, 18.15213444011214, 21.415480849119533, 18.15213444011725, 18.15213444011725
11, 14.062705119238165, 16.51814319337048, 15.88268409556249, 16.51814319337048
11, 16.22062300369537, 17.951547014206877, 17.951547014206877, 16.22062300369537
11, 11.484958001148993, 14.345893117930789, 13.857890715635099, 12.281089586305834
11, 11.460026980798094, 13.105237163673886, 13.105237163673884, 11.460026982056739
11, 12.418122455250858, 12.418122455250893, 12.418122455250893, 12.418122455250893
11, 16.4634196536371, 18.04232052748269, 18.042320527482687, 18.042320527482687
11, 18.711763881340353, 21.681568348171773, 21.681568348171773, 21.681568348171773
11, 15.532889863296123, 19.815521806761215, 19.815521806761215, 19.815521806761215
11, 16.359123398656227, 18.98735012728505, 18.98735012728505, 18.98735012728505
11, 14.478026361581918, 15.643251247478512, 14.478026361582087, 14.478026361582087
11, 12.712662314223099, 17.44856297620666, 17.44856297620666, 14.266700362774507
11, 17.18038425785894, 18.058079363188856, 18.058079363188856, 18.058079363188856
11, 17.621473424847125, 17.62147342484746, 21.293661296165563, 17.62147342484746
11, 15.982598968976715, 17.022882256187106, 20.526644989620372, 16.60020781558646
11, 16.119776179883818, 19.330285334892828, 19.33028533489283, 16.119776179883885
11, 10.14368487723785, 11.040480819659912, 11.040480819659912, 10.205685212206614
11, 14.119227086639443, 14.119227088151458, 15.809418362483164, 14.119227088151458
11, 9.796509169203464, 12.010239417577932, 14.469035295324563, 12.010239417577932
11, 9.00689079296627, 10.09782932010549, 10.109635910967055, 9.006890792966317
11, 12.781640591195666, 16.229663770031404, 14.995105339839663, 12.781640591201402
11, 14.84592888177907, 15.903296551766871, 15.903296551766871, 15.903296551766871
11, 12.435125868675238, 15.957203897747043, 12.658279586176228, 12.435125868675723
11, 14.279107849412012, 16.07460652719758, 16.07460652719758, 16.07460652719758
11, 12.680316568429323, 16.173652300299523, 17.043887076011487, 15.964670641978216
11, 13.00462991221124, 13.004629913611696, 14.454838809176117, 13.004629913611696
11, 17.008574543184185, 19.812090750412054, 22.45585175390854, 19.812090750412054
11, 13.564088803322038, 16.214942596718174, 16.214942596718174, 16.214942596718174
12, 9.419918061383248, 13.410013097518771, 13.410013097518771, 11.137520303909936
12, 13.278125136968521, 19.21909675320946, 19.219096753209453, 17.522239723763764
12, 15.002223231057192, 16.416953903824492, 15.002223231064285, 16.00613903443384
12, 17.42636890879536, 18.564393380626292, 22.812546620656256, 17.42636890879525
12, 15.333230692787652, 17.2854813835736, 18.85715503599379, 15.333230692792128
12, 18.414976011292335, 23.113047130393365, 21.692154053380793, 20.96492968151532
12, 15.050110900026711, 15.448844382433181, 15.050110903434849, 15.050110903434849
12, 15.562919863000484, 20.4308148002036, 20.58583479167726, 17.785349868121617
12, 17.922316418875262, 18.672572683524752, 17.922316420767565, 17.922316420767565
12, 11.162063411288447, 12.328949779062665, 13.092983442061799, 11.223673451869315
12, 13.8926802980504, 19.183669687828505, 16.738850647131276, 16.738850647131276
12, 17.607715260010302, 21.55428968423032, 19.41414120693601, 19.294853094871073
12, 12.299521173302251, 16.35206991188316, 13.750370795528864, 12.29952117330225
12, 15.794544981080954, 20.421799948726274, 19.866838462599862, 19.609437256011798
12, 13.476975416103521, 17.72082125637147, 14.698072015363138, 15.600216462408614
12, 15.947652723549423, 16.93735558303814, 16.93735558303814, 15.947652723549423
12, 13.441832455909688, 17.73177561949691, 18.083187978291573, 13.449482610239814
12, 10.790541421658874, 12.069966819611743, 12.49753039821008, 10.79054142166436
12, 12.92593556342314, 15.509079324443803, 14.147123976458126, 14.147123976458126
12, 24.0158329521765, 29.773271310578078, 29.773271310578078, 28.678177270340942
12, 18.89033803085128, 19.046841255332488, 21.271861560825744, 18.89033803085127
12, 16.068846897825242, 21.537215559922657, 21.537215559922657, 21.537215559922654
12, 15.042880720786338, 18.36884703949241, 18.599075052700996, 15.918361563313246
12, 13.01214288382722, 20.05695148640295, 20.056951486402955, 13.012142883827218
12, 15.604108980573193, 17.986371008767527, 17.986371008767527, 16.839787885072266
12, 13.392839949509323, 19.385547066406616, 19.385547066406616, 18.43099896454128
12, 13.618884862563505, 18.577198946735532, 18.577198946735535, 17.80877016139553
12, 18.955697694403334, 19.85037049380743, 19.85037049380743, 18.955697694403337
12, 15.564187030200788, 16.201213216910457, 18.370776355303455, 15.564187030200785
12, 15.213208171293816, 25.872628570252143, 21.45363754348472, 20.2879919510463
12, 10.955287867383245, 13.238261384593173, 12.852741601188335, 10.955287867383273
12, 12.18870586978177, 15.941862156632833, 14.972645309587932, 12.906534832922905
12, 11.727787676614295, 14.717917115794306, 14.717917115794306, 12.992464302122821
12, 9.027466894006722, 13.253040810059948, 10.653843766629059, 10.297510599002063
12, 18.446544720563956, 24.578299025872806, 20.660556663824796, 20.660556663824796
12, 19.695575278855348, 22.45590658580469, 22.5869015861028, 21.675594281549863
12, 19.061431240264604, 22.291389905287847, 24.248645539722695, 20.464338953038876
12, 19.809008012642987, 20.28087705127035, 22.548836473082666, 20.28087705127035
12, 11.904309783533137, 17.52959365217916, 13.102977798696754, 13.10297779869675
12, 10.557699031559528, 12.879527215535507, 12.60296511321712, 11.817623938330513
12, 19.99203650731801, 24.695234812111693, 22.259399438104886, 19.992036507318012
12, 14.93090054085465, 20.502673254602712, 20.502673254602712, 18.283034263486105
12, 13.983962246704303, 20.421845621386833, 18.58198212878916, 16.49504083580592
12, 14.470462040191157, 18.17948325890237, 16.71147860760248, 16.08446171246572
12, 11.762557238627194, 16.184882383487516, 16.70612479378276, 16.184882383487516
12, 21.915402407118926, 23.481274143531166, 29.494360518989808, 21.91540240712405
12, 13.084519234377385, 14.945302420471078, 14.945302420471078, 14.64083677773356
12, 15.649831158388425, 18.280323504371925, 18.9021688865042, 16.58224093406632
12, 14.503123030840255, 15.9358932554393, 17.085500670280062, 15.320515467005762
12, 14.147827001159397, 18.881184584620012, 16.19962804555872, 16.19962804555872
12, 15.361275184951186, 21.883669748113284, 20.603485583881778, 16.83743776606163
12, 14.534019182102867, 16.59947362856081, 20.436714462290382, 14.936500208656406
12, 13.116149016116633, 18.615348605814926, 18.615348605814926, 15.295817028289408
12, 12.693192834509883, 13.716310688338968, 14.502252037931992, 12.858915261554648
12, 25.146522088916026, 26.908445208330352, 26.908445208330352, 25.935823799055974
12, 23.092252575479144, 32.13254093438492, 32.13254093438492, 27.01343673123004
12, 17.144191284618255, 19.34209684545926, 17.726044362081588, 17.726044362081584
12, 20.500818922243145, 20.500818924393243, 23.816855704473085, 20.50081892439324
12, 18.686153688203873, 18.68615368820387, 19.324244469443947, 18.68615368820387
12, 13.915361600525284, 13.915361600531787, 13.915361600531787, 13.915361600531787
12, 12.116815077904315, 17.175758342816735, 14.062747389426544, 14.062747389426544
12, 28.619099919344414, 31.502382659997856, 30.77428014773945, 29.570551671219352
12, 12.530383420172205, 15.25517878404764, 15.255178784047638, 14.052477322348759
12, 9.066271348211304, 12.234617319749656, 12.130811276069663, 10.660576222012486
12, 15.438738724090559, 20.909372937470422, 16.547749703277294, 15.438738724090568
12, 15.572349470283074, 17.076882520277817, 16.93324977149153, 16.933249771491525
12, 12.679455556117324, 18.66153743097702, 16.024894537959007, 16.024894537959003
12, 13.467993118921036, 18.25088153094197, 19.160399355297976, 15.995276063861944
12, 10.805304752267752, 13.945612105109689, 13.278143079193782, 13.044392047668328
12, 13.122991549179913, 16.309607355142376, 14.301601484300662, 14.036694143551143
12, 11.372351996603072, 16.547246192234212, 16.54724619223421, 15.102991827069596
12, 13.726039747947707, 16.47058326867566, 16.78005621010668, 15.851875047804963
12, 11.560251805232355, 17.221545418803668, 17.221545418803668, 14.634506943240858
12, 9.639258589484825, 11.947434893622718, 11.947434893622718, 11.33963816256358
12, 11.6945342665692, 17.566029304464276, 15.172428263998464, 13.486398674902237
12, 14.116705581132832, 15.14751502648329, 15.14751502648329, 14.116705581132834
12, 16.334924715892, 17.598108493776166, 16.334924717648864, 16.334924717648864
12, 14.451752403183571, 15.699483127118715, 19.755495852439605, 14.929055622286173
12, 14.854846829743776, 21.60974856701843, 20.596105888812446, 16.866141803384565
12, 13.689809725340647, 19.322060104467244, 19.322060104467244, 19.322060104467244
12, 11.06151700240845, 11.699750339042842, 12.82278633003867, 11.699750339042842
12, 13.77336585157458, 18.611294737457023, 17.66878838979973, 16.284281668668346
12, 14.118071327542998, 17.36857265836284, 17.36857265836284, 14.118071327543227
12, 14.843600115698296, 15.566768966553312, 19.89253429129605, 14.843600115698301
12, 9.348140075789985, 12.040789727856913, 12.270938961649062, 9.34814007579001
12, 12.216522614070296, 14.731963743805302, 17.22181734975302, 14.731963743805302
12, 11.317012223569245, 15.803331457522027, 15.295155225351813, 13.110071621728611
12, 19.518756505749483, 24.612568191002104, 21.995849031596634, 21.165176302846646
12, 11.431722853219478, 14.477620724372013, 12.453595015045519, 12.453595015045519
12, 8.135773853256362, 8.634579221673922, 8.850455969335275, 8.50652611692217
12, 12.540240046315567, 13.815768352394246, 14.755334341806833, 12.908218416607992
12, 19.090421095431868, 21.43776113418459, 23.103371517891528, 19.09042109543187
12, 17.272805934590824, 17.272805934590824, 18.173111097329798, 17.272805934590824
12, 12.702906098329109, 14.619024998460592, 14.61902499846059, 14.61902499846059
12, 13.621978266439873, 20.963811300842163, 20.963811300842163, 14.67626340106625
12, 14.081082192694439, 18.280544343460946, 18.28054434346095, 18.280544343460942
12, 11.533157592840524, 13.564907528082221, 13.564907528082221, 13.137635412660922
12, 14.261206624399097, 15.459370900094415, 15.459370900094415, 15.459370900094415
12, 11.520638843984724, 16.063292492545678, 16.049792220087827, 16.049792220087824
12, 14.656320072418435, 21.480047169187173, 21.480047169187173, 20.777831822789825
13, 14.289746112062682, 19.28637467203343, 19.40789190891293, 17.322972683819145
13, 8.188783223194926, 10.551948652622963, 10.551948652622963, 10.551948652622963
13, 13.8529799080519, 17.426312109706828, 15.618494787838248, 14.824175251468846
13, 14.007236327583747, 17.157557281674713, 14.578320142795945, 14.578320142795945
13, 18.074620038284127, 20.641828288395285, 22.943473416154426, 18.074620040694448
13, 12.152996109612507, 17.695013740689415, 15.828170491381005, 16.560456746473644
13, 12.404851403873096, 15.033716309802438, 17.975949308676356, 13.48772599097016
13, 18.65900945706605, 23.352042832972238, 21.86382419910278, 19.848171809984382
13, 11.121277288367295, 16.59963934201507, 14.670726320418076, 12.870272042338847
13, 13.92002950474265, 16.430455631472245, 14.868428205623744, 14.868428205623744
13, 11.961979095564038, 14.37239875104549, 14.37239875104549, 13.905183178935566
13, 18.69687798137546, 22.641616916872426, 20.32796562260364, 18.696877981375454
13, 13.833480994995927, 14.739212257634327, 14.739212257634327, 14.031120334885552
13, 14.283442511216002, 16.591691568454845, 17.641303920015552, 15.932349937572859
13, 16.729018328528742, 18.798472653599802, 18.798472653599802, 18.798472653599802
13, 14.836475551414747, 18.423106051463694, 19.506543908804716, 16.96995311384202
13, 11.10591288255306, 17.396896288078153, 13.393683139565741, 13.393683139565741
13, 16.528116151262957, 19.573776705278863, 21.228123697653658, 18.679034779114573
13, 11.032477324816234, 16.161690554285762, 13.893590580340677, 13.893590580340677
13, 10.788693822248579, 14.298050693300592, 15.475142082337445, 14.298050693300592
13, 15.949884195095226, 17.48995424264418, 19.533233519746844, 17.48995424264418
13, 19.937978065224655, 26.432348189382427, 26.432348189382427, 22.162604590345943
13, 22.89846131868008, 26.645560018757777, 24.163489492547434, 24.163489492547434
13, 17.025845604596952, 21.890218187970266, 23.670357234638864, 20.12768085698874
13, 11.783864744074219, 13.950136556480498, 14.899764691126288, 13.950136556480498
13, 11.901232294237952, 14.856834357702843, 14.27771285156273, 14.277712851562729
13, 12.83675824388187, 14.005367256988604, 15.163168874347734, 13.066441980750254
13, 13.410264517336499, 16.309818622018106, 17.766824212505337, 16.309818622018106
13, 13.868582711043734, 19.129078522268532, 18.388312378633756, 19.12907852226853
13, 10.110424290434985, 14.358415444768642, 15.280981317506129, 11.427494380128287
13, 10.892032108327125, 13.539807421152883, 12.773626117963676, 12.761683741556862
13, 13.480445242428548, 20.238551763579544, 25.616485723166022, 18.83806973961691
13, 15.86458675890915, 20.72738272895676, 20.72738272895676, 19.89967207208514
13, 14.162264075678408, 18.06197831905493, 15.481321824848825, 15.481321824848825
13, 13.483485588141587, 16.696026325454103, 18.538726334890633, 15.87172861238623
13, 12.720768208739385, 16.204661383272683, 15.756286667034606, 12.720768208739402
13, 16.313610347697317, 19.2827791107018, 19.2827791107018, 19.2827791107018
13, 13.263228666805679, 17.638062982164424, 13.930527757514579, 15.783509738142461
13, 11.373106393716535, 13.286485428679658, 16.508418175386044, 13.286485428679656
13, 11.648199661158307, 14.673831545488852, 14.415536464557926, 11.90649474208963
13, 11.901808110574617, 16.491333263900813, 15.660506154891857, 13.347160407806253
13, 12.5371277131162, 15.111229490723309, 15.111229490723309, 15.111229490723309
13, 11.750461961736415, 13.234969777062425, 13.234969777062425, 12.888571924979178
13, 14.587917147944115, 17.209822968197553, 17.209822968197553, 16.747918206923153
13, 14.60543117627008, 14.60543117627009, 17.869045223163063, 14.60543117627009
13, 16.830511035797024, 19.048716704483233, 17.76168212572048, 16.83051103758018
13, 15.490174414313149, 21.5159377135319, 21.5159377135319, 20.770977093168067
13, 15.373259733814386, 18.316878975469926, 15.373259735451674, 15.373259735451674
13, 15.84349687254724, 20.063616404621833, 20.063616404621833, 18.147640033013595
13, 13.98393813273448, 15.654880964220848, 14.917122718218886, 14.575724886214196
13, 13.32796015577609, 20.07726968553769, 21.211285164404913, 16.748957075547207
13, 17.524970055411778, 23.678776001639548, 23.678776001639548, 22.37258929843962
13, 16.81538064590388, 20.717928722719748, 20.717928722719748, 19.58091221245538
13, 22.09478802795499, 26.103366351426022, 26.302690213680872, 22.537517861160786
13, 16.702027876153828, 22.79774983074404, 25.950155760715575, 20.868872216437836
13, 18.335341010896293, 22.84286206709462, 20.092053457372295, 18.939034716523725
13, 20.087012304774486, 24.3498334846039, 24.349833484603902, 24.3498334846039
13, 15.879997496399874, 21.2468095191523, 18.561735614552457, 18.561735614552457
13, 15.19700675103757, 20.290131367082346, 19.57231722981289, 18.94761380857968
13, 14.916084477012543, 19.25667851918206, 19.076792687493555, 16.447381435158178
13, 9.67059191374064, 12.335383698788892, 12.335383698788892, 12.335383698788892
13, 14.57699482081287, 16.9138894485279, 21.791884607915076, 16.9138894485279
13, 10.416641510477854, 12.240471519777946, 13.943526541927854, 12.240471519777946
13, 13.362129014772819, 18.589023049314132, 17.455863854685944, 13.362129014772764
13, 16.523945727011604, 27.15946664528912, 27.15946664528912, 16.523945727011597
13, 14.6601435003809, 18.582540950308054, 17.965341181890903, 15.902259583369688
13, 12.013986945135752, 12.013986945136022, 14.844476789175886, 12.013986945136022
