MILPScheduler, ExhaustiveStarScheduler, TercioScheduler, 
4, 42.08775313716834, 42.08775313717043, 42.785758945554335, 
MILP: 31.497881460392733 Buffered: 41.71359245902829
4, 31.497881460392733, 41.07904598448425, 42.533519136587365, 
4, 42.640888196869966, 42.64088819687035, 45.37749261303183, 
4, 41.919051884270225, 41.91905188427366, 42.22747088778182, 
4, 41.214107920696094, 41.2141079206963, 41.36930934982273, 
MILP: 32.637330794791 Buffered: 42.67539752839204
4, 32.637330794791, 36.12157391692814, 34.832955755101125, 
4, 41.846243396096, 41.846243396096256, 44.92480880622157, 
MILP: 33.43217729348388 Buffered: 43.6822251764213
4, 33.43217729348388, 36.89274495507921, 42.657339183645846, 
4, 41.94953305984987, 41.949533059850296, 43.507249703116074, 
4, 41.363355994803925, 41.36335599480393, 42.27042956602405, 
4, 41.45072600179638, 41.45072600179658, 41.51395424780466, 
4, 41.84918376671118, 41.84918376671111, 43.439396832080064, 
4, 41.60244731516565, 41.602447315165605, 42.468461634241756, 
4, 41.86541621176791, 41.865416211767865, 41.887718929377044, 
4, 41.54518647089142, 41.545186470891466, 45.1765794946379, 
4, 42.58845112487345, 42.58845112487345, 46.2945069906783, 
MILP: 32.38964119940289 Buffered: 43.06415844493276
4, 32.38964119940289, 33.85280690282601, 43.915951700144916, 
4, 41.003241634067784, 41.00324163406812, 45.83617746013951, 
