ExhaustiveStarScheduler, TercioScheduler, 
6, 41.041286851972984, 41.041286851972984, 
6, 42.13766909324452, 42.13766909324452, 
6, 38.2969300883629, 38.2969300883629, 
6, 41.604791243226465, 41.49809830165419, 
6, 43.03655275123937, 43.03655275123937, 
7, 51.79789141383895, 43.82149917577709, 
7, 52.18964560504467, 52.18964560504467, 
7, 53.244644664626954, 47.4708144988486, 
7, 46.5459996851295, 45.74595560685836, 
7, 52.52254465587185, 52.52254465587185, 
7, 41.83343592240015, 41.55250316806247, 
7, 43.12212116557907, 43.12212116557907, 
7, 41.968925337907436, 41.968925337907436, 
7, 45.94369646440823, 44.12074629195515, 
7, 42.09564036017068, 42.01874837772635, 
7, 52.30608286590427, 49.38659529018111, 
7, 49.736228571411445, 41.27929702133047, 
7, 49.442504643153605, 41.542046186605944, 
7, 43.590972324954905, 41.83045348141082, 
7, 60.406162151263054, 60.406162151263054, 
7, 52.01219222102719, 52.01219222102719, 
7, 41.66545151370396, 41.15195005882823, 
7, 51.56370473224028, 42.37014349754937, 
7, 48.06265354181339, 45.66030776743544, 
7, 47.572768157894785, 47.572768157894785, 
7, 52.96773496877232, 52.96773496877232, 
7, 51.953778359681095, 51.953778359681095, 
7, 46.352316874129386, 46.352316874129386, 
7, 51.823641283388625, 51.4562425722122, 
7, 46.13118130463606, 42.42382496620681, 
7, 52.17125310770284, 52.17125310770284, 
7, 51.46385767266915, 41.19003153177321, 
7, 41.392745745581976, 41.392745745581976, 
7, 43.09242797781344, 43.09242797781344, 
7, 45.60593009248197, 42.11877387153187, 
7, 42.306877614536084, 42.306877614536084, 
7, 52.24941846687116, 49.618006120281755, 
7, 41.580282038118796, 41.580282038118796, 
7, 43.170610245472076, 43.170610245472076, 
7, 48.429908017699475, 44.48792926726031, 
7, 55.80621293023924, 53.246021928880765, 
7, 53.82801105395967, 53.82801105395967, 
7, 43.81763004013838, 43.81763004013838, 
7, 52.33410607353123, 52.33410607353123, 
7, 41.415589413816434, 41.415589413816434, 
7, 41.82475091988988, 41.82475091988988, 
7, 48.231678562297105, 43.78362152416272, 
7, 52.89378108188252, 48.48190343622766, 
7, 42.849742330922126, 42.174028023614525, 
7, 42.68312741512907, 42.68312741512907, 
7, 51.55152043968217, 51.55152043968217, 
7, 52.87107594389925, 52.87107594389925, 
7, 42.745249462552955, 42.745249462552955, 
7, 44.115687911033504, 43.12945962400889, 
7, 43.06743827565465, 42.594264317501114, 
7, 45.22651455481273, 43.36055239040279, 
7, 41.92600581232359, 41.92600581232359, 
7, 47.64776732668868, 47.64776732668868, 
7, 48.591424830169146, 41.240798384685846, 
7, 42.20996827638256, 42.20996827638256, 
7, 41.44148968765401, 41.44148968765401, 
7, 40.72072298483054, 40.72072298483054, 
7, 42.27872400566763, 41.763123485506874, 
7, 42.1535916480659, 41.86320937101728, 
7, 45.96378086391077, 43.97521023803506, 
7, 51.33287585600349, 51.33287585600349, 
7, 46.37706445315271, 42.2577010257226, 
7, 49.61301659444249, 48.39127253237113, 
7, 44.68428010271403, 42.339566083598584, 
7, 41.69748953023977, 41.69748953023977, 
7, 42.90778264578017, 42.90778264578017, 
7, 47.24478549801516, 42.36134502047065, 
7, 54.68406370228722, 54.388410396831105, 
7, 42.47121941327782, 42.388303161158156, 
7, 50.316617214307264, 41.87468771134653, 
7, 41.46934924114569, 41.46934924114569, 
7, 48.11848933391918, 43.35939911324039, 
7, 44.91005842150197, 44.91005842150197, 
7, 45.82584884329876, 45.04374872543269, 
7, 45.308696794666545, 43.94511651760152, 
7, 62.907050358707124, 62.907050358707124, 
7, 55.19012249430916, 51.43994101723753, 
7, 44.02969481480041, 41.904706577840564, 
7, 46.34849218477065, 42.5211270940876, 
7, 52.47408360940565, 52.47408360940565, 
7, 51.76513556794371, 44.191041414975736, 
7, 51.81427247716217, 51.81427247716217, 
7, 52.36058670142886, 52.36058670142886, 
7, 52.699158690842495, 52.699158690842495, 
7, 46.9724811632578, 42.677372756849934, 
7, 57.392836362523354, 51.711947711960406, 
7, 41.5794874728122, 41.5794874728122, 
7, 41.93499242230658, 41.93499242230658, 
7, 51.50118432169541, 46.026002818574106, 
7, 52.79587860132881, 52.580505004635455, 
7, 56.17420059758619, 56.17420059758619, 
7, 42.746799333162414, 41.561901727832954, 
7, 63.928635508504186, 63.928635508504186, 
7, 42.74377354606616, 42.74377354606616, 
7, 42.75577671949762, 42.75577671949762, 
7, 42.41747913339023, 42.41747913339023, 
7, 53.51216030965237, 53.51216030965237, 
7, 49.40132139641377, 46.492098791819394, 
7, 48.93420834487081, 48.93420834487081, 
7, 46.55865323578056, 42.832028574806216, 
8, 49.95458061903997, 49.95458061903997, 
8, 53.104539268979494, 51.773079506774195, 
8, 52.53458780571044, 52.53458780571044, 
8, 56.71986253837342, 52.28897140196452, 
8, 73.38150779606752, 73.38150779606752, 
8, 52.451866109402474, 52.451866109402474, 
8, 52.8442808638384, 52.312889588779534, 
8, 51.5721448625521, 51.5721448625521, 
8, 52.98631686541499, 49.57527680228041, 
8, 47.00798380096121, 47.00798380096121, 
8, 52.48565029024647, 52.00136815284203, 
8, 58.607341753757964, 52.86787469972866, 
8, 64.59198738413745, 64.15715654910169, 
8, 53.88894756497135, 52.00410580247249, 
8, 52.487966111226356, 52.072352724264874, 
8, 51.153394292758904, 51.153394292758904, 
8, 59.96762091353264, 52.9833501512402, 
8, 52.263122780977724, 52.04680876478488, 
8, 63.97367009971179, 53.19052738437946, 
8, 50.86939559627805, 50.86939559627805, 
8, 47.3022423114108, 47.3022423114108, 
8, 54.51637158656637, 52.61121923188827, 
8, 50.59986115824401, 48.65003186638676, 
8, 52.3341474853484, 52.334147485348396, 
8, 54.56539875017906, 52.85680337363422, 
8, 52.80321526329292, 52.4832504221161, 
8, 51.05675432908641, 51.05675432908641, 
8, 51.707299292978476, 49.183449603992656, 
