MILP, Buffered, Tercio
4, 42.26195452487597, 42.261954524875954, 42.261954524875954
4, 42.236432921483186, 42.236432921485395, 42.236432921485395
4, 41.97535327709022, 41.97535327709021, 41.97535327709021
4, 42.22454496124486, 42.22454496124486, 42.22454496124486
4, 32.61303371551207, 32.61303371551207, 42.929219824717144
4, 42.46626329130114, 42.46626329130114, 42.46626329130114
4, 31.66315766456649, 31.66315766456664, 31.66315766456664
4, 42.408009274137385, 42.40800927413727, 42.40800927413727
4, 42.206278004755184, 42.20627800475589, 42.20627800475589
4, 31.687179711425635, 31.687179711425635, 41.948532995754505
4, 41.6017395512836, 41.6017395512845, 41.6017395512845
4, 42.82173073358712, 42.82173073358712, 42.82173073358712
4, 41.90115976814132, 41.90115976814132, 41.90115976814132
4, 41.96484178229285, 41.96484178229754, 41.96484178229754
4, 41.52214833774777, 41.52214833774776, 41.52214833774776
4, 31.10132237300421, 31.10132237300426, 31.10132237300426
4, 40.93430022172075, 40.93430022172074, 40.93430022172074
4, 40.78091834651016, 40.7809183465115, 40.7809183465115
4, 33.67429163651566, 33.67429163651566, 33.67429163651566
4, 41.63484634433854, 41.63484634433854, 41.63484634433854
4, 41.14741652236477, 41.147416522364765, 41.147416522364765
4, 41.679324043817154, 41.67932404382013, 41.67932404382013
4, 32.2438536151769, 32.24385361517692, 32.24385361517692
4, 41.800374416213764, 41.80037441621475, 41.80037441621475
5, 41.981350629201486, 41.981350629202126, 41.981350629202126
5, 42.16031224322249, 52.37254508767606, 42.25294611303433
5, 41.88226940507443, 60.55133919367243, 41.88226940507444
5, 52.434557412957915, 52.43455741295814, 52.43455741295814
5, 41.894762341400245, 41.894762345694495, 45.54639830662144
5, 45.1371900698607, 45.13719006986072, 45.13719006986072
5, 52.6644189478462, 52.66441895322178, 52.664418953221784
5, 42.88253410747511, 42.88253410747514, 53.55065794372515
5, 52.9258572849554, 52.92585728495641, 52.92585728495641
5, 43.42332322624343, 43.423323226243426, 53.71667735563936
5, 40.77503492723592, 52.602080512207564, 40.77503492723592
5, 44.187766398922435, 44.18776639892243, 44.18776639892243
5, 52.225773351179576, 52.225773351180734, 52.225773351180734
5, 40.997808557652554, 40.99780855765256, 40.99780855765256
5, 45.840842264873295, 45.84084226487337, 45.84084226487337
5, 51.53058160289912, 51.53058160290021, 51.53058160290021
5, 53.20727095647925, 53.20727095648767, 53.20727095648767
5, 42.06373149463322, 42.06373149463322, 42.06373149463322
5, 41.57608282831756, 41.57608282831966, 41.57608282831966
5, 43.66005305039197, 54.1501359114149, 43.66005305039592
5, 42.7104624490671, 53.02032429360625, 53.02032429360625
5, 44.40418680673864, 54.69319128411938, 44.404186806739474
5, 51.24594764048997, 51.2459476457166, 51.2459476457166
5, 53.78440774758463, 53.78440774758582, 53.78440774758582
5, 51.77778947269368, 51.777789472694835, 51.777789472694835
5, 42.086252921992624, 42.08625292199295, 42.08625292199295
5, 32.81854278062788, 32.81854278062788, 32.81854278062788
5, 42.092768163255215, 42.092768163255414, 42.092768163255414
5, 42.16251393077272, 42.16251393077272, 52.39414627147756
5, 52.36446129792088, 52.364461297920876, 52.364461297920876
5, 42.401275724787986, 42.40127572478798, 52.59937933642657
5, 33.453075835777426, 44.24134864246369, 44.24134864246369
5, 41.69287885158953, 41.69287885159224, 41.69287885159224
5, 43.7560147602635, 43.7560147602635, 43.7560147602635
5, 43.023614835517314, 43.023614835517876, 43.023614835517876
5, 42.65020863711217, 42.65020863711258, 42.65020863711258
5, 41.76060123488436, 41.76060123488472, 41.76060123488472
5, 41.375483598176984, 41.37548359817746, 41.37548359817746
5, 43.57768024816653, 54.40890899870381, 54.40890899870381
5, 52.369671152112, 52.369671152112, 52.369671152112
5, 43.678711829541434, 54.17803252181175, 54.17803252181175
5, 41.90633981088596, 41.90633981088595, 41.90633981088595
5, 44.06219705118899, 44.062197051188996, 54.4430253450577
5, 42.38474048059557, 42.384740480595966, 42.384740480595966
5, 31.68264456446675, 31.68264456446675, 31.68264456446675
5, 42.52489491595706, 53.09883599950271, 42.52489491595706
5, 42.23841591298078, 42.238415912980734, 42.238415912980734
5, 42.133630848912006, 44.2069319867187, 44.2069319867187
5, 41.4629278470609, 41.4629278470609, 41.4629278470609
5, 41.0189327204679, 41.018932720467916, 41.018932720467916
5, 42.07106837212615, 52.529861024384374, 42.07106837213048
5, 40.95919362184257, 40.95919362184358, 40.95919362184358
5, 41.066527335717666, 41.066527335717666, 41.066527335717666
5, 43.34320540786511, 43.34320540786511, 43.34320540786511
5, 52.7884683783027, 52.788468378302696, 52.788468378302696
5, 43.38358679725042, 43.38358679725043, 43.38358679725043
5, 41.16097192422373, 51.31223807431343, 41.16097192422373
5, 31.366503786869067, 31.366503786869067, 31.366503786869067
5, 42.02646208919388, 42.02646208919467, 42.02646208919467
5, 52.09079833309683, 52.09079833309683, 52.09079833309683
5, 51.779910829950346, 51.77991082995119, 51.77991082995119
5, 53.14461770772846, 53.14461770772845, 53.14461770772846
5, 53.23639254288288, 53.23639254288291, 53.23639254288291
5, 41.82789077950723, 41.82789077950737, 41.82789077950737
5, 51.88398316559137, 51.883983165591374, 51.883983165591374
5, 51.828164795561904, 51.828164795567844, 51.828164795567844
5, 41.52215395087409, 41.5221539508741, 41.5221539508741
5, 41.392368739937226, 60.149135950633735, 41.39236873993768
5, 52.48165694078823, 52.481656940788234, 52.481656940788234
5, 40.95593570918899, 40.955935709189504, 40.955935709189504
5, 41.922382697072166, 52.473989573846914, 52.473989573846914
5, 44.31602919527513, 44.31602919527639, 54.93704269818236
5, 42.48635306938867, 52.97260173933007, 42.48635306938861
5, 52.66466873349383, 52.66466873349622, 52.66466873349622
5, 41.7443875250625, 51.92349711624555, 51.92349711624555
5, 51.441120770598104, 51.44112077059812, 51.44112077059812
5, 42.454175853454394, 42.45417585345483, 56.394777268995206
5, 52.61277846610373, 52.61277846610459, 52.61277846610459
5, 32.83557755726973, 32.83557755726987, 32.83557755726987
5, 41.59833575487688, 41.59833575487688, 41.59833575487688
5, 41.39925401984574, 41.399254019845785, 41.399254019845785
5, 41.18234979541926, 41.18234979541928, 46.637886104887436
5, 42.99810301103505, 42.998103011034935, 53.10188084105851
5, 35.56985726161338, 45.84624193545005, 45.84624193545005
5, 41.48929016919877, 41.48929016919928, 41.48929016919928
5, 51.99562233162164, 51.99562233162165, 51.99562233162165
5, 41.988499289891124, 41.988499289891564, 41.988499289891564
5, 31.661976971540035, 31.661976971540355, 31.661976971540355
5, 44.93608045764759, 44.93608045764759, 44.9360804576476
5, 53.705089711532025, 53.70508971153302, 53.70508971153302
5, 32.30934855536344, 32.30934855536363, 32.30934855536363
5, 42.56729432262908, 42.56729432262961, 42.56729432262961
5, 51.71338202947969, 51.71338202949124, 51.71338202949124
5, 43.24913055415788, 43.24913055415787, 43.24913055415787
5, 41.04006824828313, 41.04006824828309, 41.602032725210265
5, 42.0950577870425, 42.09505778704284, 42.09505778704284
5, 41.939194893599606, 41.93919489360311, 41.93919489360311
5, 43.541798346614556, 43.541798346614556, 43.541798346614556
5, 41.84662806828158, 41.84662806828271, 41.84662806828271
5, 61.52606539560291, 61.526065395607006, 61.526065395607006
6, 62.46492786973852, 62.46492787609033, 62.46492787609032
6, 63.101397539764356, 63.10139753977061, 63.10139753977061
6, 54.85089848940131, 65.27551203765724, 65.27551203765725
6, 62.823234459735, 62.8232344597542, 62.8232344597542
6, 63.23130342907625, 63.2313034438136, 63.2313034438136
6, 63.18647503140702, 63.18647503140873, 63.186475031408726
6, 63.55192851808735, 63.55192851809072, 63.55192851809072
6, 62.411772876050776, 62.41177287605076, 62.41177287605076
6, 64.10097179622687, 64.10097179623186, 64.10097179623186
6, 63.030625162880725, 63.030625162884604, 63.030625162884604
6, 61.92482254214151, 61.924822548436026, 61.924822548436026
6, 61.5842909249449, 61.584290931207946, 61.584290931207946
6, 52.5607684149632, 52.56076841496419, 52.56076841496419
6, 63.10744236134853, 63.10744236776499, 63.10744236776499
6, 61.78171946958476, 61.78171947587934, 61.781719475879335
6, 62.78035525053125, 62.78035525691562, 62.78035525691562
6, 62.81497626712005, 62.81497626712614, 62.81497626712614
6, 62.41071210055465, 62.41071210055658, 62.41071210055658
6, 53.320844378043375, 63.87095151757328, 53.32084438347552
6, 54.311300122023056, 54.311300122023056, 54.311300122023056
6, 62.84551899640592, 62.84551899641647, 62.84551899641647
6, 52.14084611520241, 52.140846115214615, 52.140846115214615
6, 52.721911749670376, 63.370188306909185, 52.72191174967037
6, 63.643651566018285, 63.64365156602021, 63.64365156602021
6, 62.45372127943406, 62.453721285779444, 62.45372128577944
6, 61.595336083906545, 61.59533608390794, 61.59533608390794
6, 53.0566330841663, 53.05663308416629, 53.05663308416629
6, 51.41298148549807, 51.41298148550014, 51.41298148550014
6, 62.171917220596455, 62.171917226917984, 62.171917226917984
6, 62.87339681953632, 62.87339685315008, 62.87339685315008
6, 62.67805844903728, 62.678058463796795, 62.678058463796795
6, 61.97554769622346, 61.975547696236994, 61.975547696236994
6, 63.75070088115221, 63.75070088762902, 63.75070088762902
6, 61.60498126569766, 61.60498126570013, 61.60498126570013
6, 62.62116778144006, 62.62116778144167, 62.62116778144167
6, 62.30513572839045, 62.305135728402625, 62.305135728402625
6, 62.48994717453909, 62.48994718088911, 62.48994718088911
6, 62.46814421282817, 62.468144212840315, 62.468144212840315
6, 62.76474811365722, 62.76474811365722, 62.76474811365722
6, 54.94045998726365, 54.9404599928577, 54.9404599928577
6, 61.8663934584724, 61.8663934584777, 61.8663934584777
6, 62.449705528602756, 62.449705534960486, 62.449705534960486
6, 62.83420903213044, 62.8342090321384, 62.8342090321384
6, 52.40526839117153, 62.93008881602671, 62.93008881602671
6, 63.663746111056305, 63.66374611105773, 63.66374611105773
6, 63.659799885269535, 63.65979988526954, 63.65979988526956
6, 62.72069294852966, 62.72069294853159, 62.72069294853159
6, 63.189306419824106, 63.189306419825286, 63.189306419825286
6, 62.203381444071226, 62.20338145040661, 62.20338145040661
6, 53.900790601912995, 64.0210309672256, 53.9007906074051
6, 62.385592979457655, 62.385592985797544, 62.385592985797544
6, 54.54312089198301, 54.54312089198301, 64.67877152674683
6, 62.45099317211715, 62.450993178465424, 62.450993178465424
6, 53.12668398757128, 63.63708006599518, 53.12668398757128
6, 62.18033624973153, 62.18033624973755, 62.18033624973755
6, 61.32974393845133, 61.329743938453326, 61.32974393845333
6, 63.16224415763198, 63.162244157633246, 63.162244157633246
6, 62.98794729159873, 62.987947297997444, 62.987947297997444
6, 52.849825668576514, 52.84982566857907, 52.84982566857907
6, 62.5883285207363, 62.58832852709722, 62.58832852709722
6, 63.01518986372822, 63.01518986373054, 63.01518986373055
6, 62.547989371383856, 62.54798937138537, 62.54798937138537
6, 61.75737768539658, 61.757377685407704, 61.757377685407704
6, 62.62653682508008, 62.626536831444305, 62.626536831444305
6, 63.7441691568577, 63.74416916334213, 63.74416916334213
6, 64.08029818724049, 64.08029818724171, 64.08029818724171
6, 63.60945164458018, 63.60945164458521, 63.60945164458521
6, 53.65761987230534, 63.65916924282281, 63.65916924282281
6, 53.816821263504025, 53.81682126351737, 53.81682126351737
6, 55.45901280300967, 66.21265282238909, 55.459012803009664
6, 52.07964293733827, 67.40824656363861, 52.07964293733827
6, 54.46713842073885, 54.46713842074154, 64.62732847552618
6, 52.181095223172846, 52.181095228490946, 55.87314522711145
6, 63.03378522130735, 63.03378522131163, 63.03378522131163
6, 63.95479718058769, 63.95479718708317, 63.95479718708317
6, 63.461789125555626, 63.46178913200288, 63.46178913200288
6, 52.128931891861185, 52.12893189186935, 52.12893189186935
6, 63.180209037437386, 63.18020904386038, 63.18020904386038
