MILP, Buffered, Tercio, Search
2, 20.772167877119912, 20.77216787711994, 20.77216787711994, 20.77216787711994
2, 20.795841997081276, 20.7958419970813, 20.7958419970813, 20.7958419970813
2, 20.336136554798305, 20.33613655479831, 20.33613655479831, 20.33613655479831
2, 21.835028116895742, 21.835028116895764, 21.835028116895764, 21.835028116895764
2, 20.880528524550833, 20.88052852455087, 20.88052852455087, 20.88052852455087
2, 20.301591181125644, 20.301591181125676, 20.301591181125676, 20.301591181125676
2, 21.854336070526728, 21.85433607052674, 21.85433607052674, 21.85433607052674
2, 20.102975845336914, 20.10297586320879, 20.10297586320879, 20.10297586320879
2, 21.311491793298913, 21.311491793298934, 21.311491793298934, 21.311491793298934
2, 20.670424646887238, 20.67042464688726, 20.67042464688726, 20.67042464688726
2, 21.479227682766247, 21.479227682766272, 21.479227682766272, 21.479227682766272
2, 21.024095171361893, 21.024095171361893, 21.024095171361893, 21.024095171361893
2, 20.40086698920551, 20.40086698920551, 20.40086698920551, 20.40086698920551
2, 20.920721719016974, 20.920721719017003, 20.920721719017003, 20.920721719017003
2, 20.9785305650058, 20.978530565005823, 20.978530565005823, 20.978530565005823
2, 21.892664909362793, 21.892664995945267, 21.892664995945267, 21.892664995945267
2, 20.97393021448969, 20.973930214489727, 20.973930214489727, 20.973930214489727
2, 20.80018697427181, 20.80018697427184, 20.80018697427184, 20.80018697427184
2, 20.17322470590054, 20.17322470590057, 20.17322470590057, 20.17322470590057
2, 20.73444787735067, 20.734447877350693, 20.734447877350693, 20.734447877350693
2, 20.66358998216113, 20.66358998216116, 20.66358998216116, 20.66358998216116
2, 21.45622459701533, 21.4562245970154, 21.4562245970154, 21.4562245970154
2, 20.587941562473553, 20.587941562473564, 20.587941562473564, 20.587941562473564
2, 20.58208032861486, 20.582080328614886, 20.582080328614886, 20.582080328614886
2, 20.322865295714603, 20.322865295714625, 20.322865295714625, 20.322865295714625
2, 21.226124208845487, 21.226124208845526, 21.226124208845526, 21.226124208845526
2, 20.60135452705279, 20.601354527052813, 20.601354527052813, 20.601354527052813
2, 21.25046363204479, 21.25046363204479, 21.25046363204479, 21.25046363204479
2, 20.679940963929706, 20.679940963929724, 20.679940963929724, 20.679940963929724
2, 20.971246360664974, 20.971246360664974, 20.971246360664974, 20.971246360664974
2, 21.096569818891464, 21.096569818891467, 21.096569818891467, 21.096569818891467
2, 20.612154360171388, 20.612154360171388, 20.612154360171388, 20.612154360171388
2, 21.205745440587165, 21.2057454405872, 21.2057454405872, 21.2057454405872
2, 21.074728337454218, 21.07472833745424, 21.07472833745424, 21.07472833745424
2, 21.61151671409607, 21.61151678719218, 21.61151678719218, 21.61151678719218
2, 20.752874599580018, 20.75287459958004, 20.75287459958004, 20.75287459958004
2, 20.80889590777797, 20.808895907777988, 20.808895907777988, 20.808895907777988
2, 20.730717109958988, 20.73071710995901, 20.73071710995901, 20.73071710995901
2, 20.11962657253042, 20.11962657253042, 20.11962657253042, 20.11962657253042
2, 20.3463049335076, 20.34630493350764, 20.34630493350764, 20.34630493350764
2, 20.58236598968506, 20.58236604109695, 20.58236604109695, 20.58236604109695
2, 20.816991616856516, 20.816991616856516, 20.816991616856516, 20.816991616856516
2, 21.528783992996622, 21.52878399299666, 21.52878399299666, 21.52878399299666
2, 21.023847200863276, 21.023847200863276, 21.023847200863276, 21.023847200863276
2, 21.29912209112586, 21.299122091125888, 21.299122091125888, 21.299122091125888
2, 20.920353341588687, 20.920353341588708, 20.920353341588708, 20.920353341588708
3, 31.24504012577712, 31.245040125777145, 31.245040125777145, 31.24504012577714
3, 30.858113366564776, 30.85811336656478, 30.85811336656478, 30.85811336656478
3, 30.640419223168585, 30.640419223168593, 30.640419223168593, 30.64041922316859
3, 31.161541831115514, 31.161541831115542, 31.161541831115542, 31.161541831115542
3, 30.876290952132248, 30.876290952132248, 30.876290952132248, 30.876290952132248
3, 22.758725155457405, 22.75872515545747, 22.75872515545747, 22.75872515545747
3, 31.03215564755616, 31.03215564755616, 31.03215564755616, 31.03215564755616
3, 21.25338456289211, 21.253384562892133, 21.253384562892133, 21.253384562892133
3, 21.424521361746628, 21.424521361746628, 21.424521361746628, 21.424521361746628
3, 32.52907029675764, 32.52907029675764, 32.52907029675764, 32.52907029675764
3, 31.62091314660505, 31.620913146605275, 31.620913146605275, 31.620913146605275
3, 31.462819555884938, 31.46281955588495, 31.46281955588495, 31.462819555884945
3, 31.011176889830264, 31.011176889830264, 31.011176889830264, 31.011176889830264
3, 31.652588641655846, 31.652588641655846, 31.652588641655846, 31.652588641655846
3, 31.040688866556412, 31.040688866556415, 31.040688866556415, 31.040688866556415
3, 22.388958527128356, 22.38895852712837, 22.38895852712837, 22.38895852712837
3, 31.89374910531123, 31.893749105311386, 31.893749105311386, 31.893749105311386
3, 21.442200260075147, 21.442200260075175, 21.442200260075175, 21.442200260075175
3, 21.34544352258628, 21.345443522586347, 21.345443522586347, 21.345443522586347
3, 30.786686941002074, 30.78668694100208, 30.78668694100208, 30.78668694100208
3, 32.063510958499506, 32.063510958499506, 32.063510958499506, 32.063510958499506
3, 20.666213214333883, 20.666213214333908, 20.666213214333908, 20.666213214333908
3, 32.222796981676865, 32.22279698167702, 32.22279698167702, 32.22279698167702
3, 31.060253843578245, 31.060253843578252, 31.060253843578252, 31.060253843578252
3, 31.046727466486487, 31.04672746648667, 31.04672746648667, 31.04672746648667
3, 31.518830186841534, 31.518830186841534, 31.518830186841534, 31.518830186841534
3, 31.34720311030821, 31.34720311030821, 31.34720311030821, 31.34720311030821
3, 30.729182112435616, 30.729182112435616, 30.729182112435616, 30.729182112435616
3, 31.21562213687058, 31.215622136870607, 31.215622136870607, 31.215622136870607
3, 32.10991326581921, 32.10991326581937, 32.10991326581937, 32.10991326581937
3, 21.13032361654213, 21.130323616542174, 21.130323616542174, 21.130323616542174
3, 31.331000897122728, 31.33100089712272, 31.33100089712272, 31.33100089712272
3, 31.017442731833885, 31.01744273183388, 31.01744273183388, 31.01744273183388
3, 30.794524641424864, 30.794524641425063, 30.794524641425063, 30.794524641425063
3, 31.001224045950774, 31.001224045950778, 31.001224045950778, 31.001224045950778
3, 31.840825326824678, 31.840825326824678, 31.840825326824678, 31.840825326824678
3, 30.87443965098768, 30.87443965098769, 30.87443965098769, 30.87443965098769
3, 21.228200299158168, 21.228200299158168, 21.228200299158168, 21.228200299158168
3, 20.779626066291492, 20.77962606629158, 20.77962606629158, 20.77962606629158
3, 31.592918420423764, 31.592918420423764, 31.592918420423764, 31.592918420423764
3, 21.651234371569068, 21.651234371569096, 21.651234371569096, 21.651234371569096
3, 23.049393597015925, 23.049393597016007, 23.049393597016007, 23.049393597016007
3, 30.99667211189183, 30.996672111897396, 30.996672111897396, 30.996672111897396
3, 30.63203067014518, 30.63203067014518, 30.63203067014518, 30.63203067014518
3, 31.327112795026146, 31.32711279502631, 31.32711279502631, 31.32711279502631
3, 30.58445921967029, 30.584459219670293, 30.584459219670293, 30.584459219670293
3, 30.84258982008279, 30.842589820082956, 30.842589820082956, 30.842589820082956
3, 32.360736876897775, 32.360736876897775, 32.360736876897775, 32.360736876897775
3, 31.481549999010973, 31.481549999010987, 31.481549999010987, 31.481549999010987
3, 23.476077948378926, 23.476077948378926, 23.476077948378926, 23.476077948378926
3, 31.252782505765225, 31.252782505765225, 31.252782505765225, 31.252782505765225
3, 31.189023759199817, 31.18902375919982, 31.18902375919982, 31.18902375919982
3, 20.695534685383414, 20.69553468538347, 20.69553468538347, 20.69553468538347
3, 21.622857740288634, 21.622857740288694, 21.622857740288694, 21.622857740288694
3, 32.053333507388146, 32.053333507388146, 32.053333507388146, 32.053333507388146
3, 21.861010788582934, 21.86101078858296, 21.86101078858296, 21.86101078858296
3, 21.7151697253839, 21.71516972538403, 21.71516972538403, 21.71516972538403
3, 31.897454198958133, 31.897454198958126, 31.897454198958126, 31.897454198958126
3, 21.242262329646472, 21.242262329646522, 21.242262329646522, 21.242262329646522
3, 30.95406403925516, 30.954064039255343, 30.954064039255343, 30.954064039255343
3, 31.256822687144396, 31.2568226871446, 31.2568226871446, 31.2568226871446
3, 31.18329132976585, 31.18329132976585, 31.18329132976585, 31.18329132976585
3, 20.710745615437197, 20.710745615437247, 20.710745615437247, 20.710745615437247
3, 21.30707784409614, 21.307077844096167, 21.307077844096167, 21.307077844096167
3, 21.33390966883509, 21.33390966883509, 21.33390966883509, 21.33390966883509
3, 31.10151459385009, 31.10151459385009, 31.10151459385009, 31.10151459385009
3, 31.418170580336046, 31.418170580336046, 31.418170580336046, 31.418170580336046
3, 31.334953815941248, 31.334953815941248, 31.334953815941248, 31.334953815941248
3, 31.39526640122471, 31.39526640122471, 31.39526640122471, 31.39526640122471
3, 20.774313528999528, 20.7743135289996, 20.7743135289996, 20.7743135289996
3, 20.97708968278907, 20.977089682789135, 20.977089682789135, 20.977089682789135
3, 31.127133919209452, 31.127133919209452, 31.127133919209452, 31.127133919209452
3, 31.20926226790977, 31.20926226790977, 31.20926226790977, 31.20926226790977
3, 31.45292932041401, 31.452929320414015, 31.452929320414015, 31.452929320414015
3, 32.43868269933515, 32.43868269933515, 32.43868269933515, 32.43868269933515
3, 32.058566282587144, 32.05856628258714, 32.05856628258714, 32.05856628258714
3, 30.946191349748773, 30.946191349748773, 30.946191349748773, 30.946191349748773
3, 21.131986471450176, 21.131986471450276, 21.131986471450276, 21.131986471450276
3, 31.04229933164329, 31.04229933164354, 31.04229933164354, 31.04229933164354
3, 31.184459476704298, 31.184459476704298, 31.184459476704298, 31.184459476704298
3, 22.435588466353874, 22.43558846635394, 22.43558846635394, 22.43558846635394
3, 20.84123382841236, 20.841233828412413, 20.841233828412413, 20.841233828412413
3, 20.879307781344718, 20.879307781344842, 20.879307781344842, 20.879307781344842
3, 30.84352875638512, 30.84352875638512, 30.84352875638512, 30.84352875638512
3, 31.00053408840606, 31.000534088406198, 31.000534088406198, 31.000534088406198
3, 31.74499817784611, 31.744998177846227, 31.744998177846227, 31.744998177846227
3, 21.933537985662998, 21.933537985663094, 21.933537985663094, 21.933537985663094
3, 20.917067803914115, 20.917067803914176, 20.917067803914176, 20.917067803914176
3, 31.492032736949866, 31.49203273694987, 31.49203273694987, 31.49203273694987
3, 31.508084257353097, 31.508084257353097, 31.508084257353097, 31.508084257353097
3, 22.009145619754147, 22.009145619754257, 22.009145619754257, 22.009145619754257
3, 31.908919700488035, 31.90891970048803, 31.90891970048803, 31.90891970048803
3, 22.03011341344848, 22.03011341344848, 22.03011341344848, 22.03011341344848
3, 23.26281480686404, 23.262814806864142, 23.262814806864142, 23.262814806864142
3, 30.952491447825405, 30.952491447825402, 30.952491447825402, 30.952491447825402
3, 32.01612075432549, 32.016120754325485, 32.016120754325485, 32.016120754325485
3, 32.42739476760208, 32.42739476760208, 32.42739476760208, 32.42739476760208
3, 31.968661482891804, 31.968661482891804, 31.968661482891804, 31.968661482891804
3, 20.870533877044736, 20.870533877044835, 20.870533877044835, 20.870533877044835
3, 21.48188004379574, 21.481880043795783, 21.481880043795783, 21.481880043795783
4, 42.601678943257085, 42.60167894325713, 42.60167894325713, 42.60167894325713
4, 43.25285179349059, 43.25285179349059, 43.25285179349059, 43.25285179349059
4, 32.68031715639086, 43.58627383632479, 32.68031715639086, 32.68031715639086
4, 42.287025318818124, 42.28702531882243, 42.28702531882243, 42.28702531882243
4, 41.75899483829144, 41.7589948382915, 41.7589948382915, 41.7589948382915
4, 31.710228537145184, 31.710228537145145, 31.710228537145145, 31.710228537145145
4, 32.0863873176892, 32.08638731768936, 32.08638731768936, 32.08638731768936
4, 42.88919830176785, 42.889198301774655, 42.889198301774655, 42.889198301774655
4, 41.29885217474046, 41.298852174746486, 41.298852174746486, 41.298852174746486
4, 42.469785599372514, 42.4697855993728, 42.4697855993728, 42.4697855993728
4, 31.331291632715192, 31.331291632715192, 31.331291632715192, 31.331291632715192
4, 42.41809600192983, 42.41809600193061, 42.41809600193061, 42.41809600193061
4, 34.599863641824406, 44.80704457516855, 34.5998636418244, 34.5998636418244
4, 42.065712073744294, 42.06571207374818, 42.06571207374818, 42.06571207374818
4, 40.98086067044419, 40.98086067044419, 40.98086067044419, 40.98086067044419
4, 35.380800446876464, 35.380800446876464, 35.380800446876464, 35.380800446876464
4, 42.36646864814689, 42.36646864814689, 42.36646864814689, 42.36646864814689
4, 41.90478988883376, 41.90478988883376, 41.90478988883376, 41.90478988883376
4, 41.86634366087468, 41.86634366087529, 41.86634366087529, 41.86634366087529
4, 33.02377922400119, 33.02377922400685, 33.02377922400685, 33.02377922400685
4, 41.70196547864711, 41.70196547864744, 41.70196547864744, 41.70196547864744
4, 42.795967622315445, 42.795967622318955, 42.795967622318955, 42.795967622318955
4, 41.20266467411884, 41.20266467411885, 41.20266467411885, 41.20266467411885
4, 42.439154064951545, 42.43915406495154, 42.43915406495154, 42.43915406495153
4, 42.043163713797924, 42.043163713797924, 42.043163713797924, 42.043163713797924
4, 41.029474383455955, 41.02947438345599, 41.02947438345599, 41.02947438345599
4, 41.531836513797, 41.531836513797394, 41.531836513797394, 41.531836513797394
4, 41.80310943344837, 41.80310943344837, 41.80310943344837, 41.80310943344837
4, 41.89573569889829, 41.89573569889829, 41.89573569889829, 41.89573569889829
4, 41.1131708487049, 41.11317084870491, 41.11317084870491, 41.11317084870491
4, 41.15955224783129, 41.1595522478314, 41.1595522478314, 41.1595522478314
4, 41.201854048145556, 41.201854048145556, 41.201854048145556, 41.201854048145556
4, 41.36405986262601, 41.364059862626355, 41.364059862626355, 41.364059862626355
4, 42.17527904491811, 42.175279044918824, 42.175279044918824, 42.175279044918824
4, 41.400732481129204, 41.40073248112966, 41.40073248112966, 41.40073248112966
4, 41.37543716618457, 41.37543716618433, 41.37543716618433, 41.37543716618433
4, 41.29077837533044, 41.29077837533044, 41.29077837533044, 41.29077837533044
4, 32.84052226364683, 32.84052226364684, 32.84052226364684, 32.84052226364684
4, 32.20530059392104, 32.20530059392122, 32.20530059392122, 32.20530059392122
4, 41.418452579706695, 41.41845257970706, 41.41845257970706, 41.41845257970706
4, 24.49465268006206, 24.49465268006206, 24.49465268006206, 24.49465268006206
4, 42.531767370592306, 42.531767370592746, 42.531767370592746, 42.531767370592746
4, 40.91875750010796, 40.9187575001081, 40.9187575001081, 40.9187575001081
4, 42.42876714231309, 42.428767142314435, 42.428767142314435, 42.428767142314435
4, 42.95169913774547, 42.95169913774548, 42.95169913774548, 42.95169913774548
4, 42.392855252903175, 42.392855252903175, 42.392855252903175, 42.392855252903175
4, 42.51072387360611, 42.51072387360611, 42.51072387360611, 42.51072387360611
4, 31.851232830718352, 31.851232830718352, 42.73143609815492, 31.851232830718352
4, 41.21628678340241, 41.21628678340242, 41.21628678340242, 41.21628678340241
4, 42.18770320591083, 42.187703205911475, 42.187703205911475, 42.187703205911475
4, 41.128879748857386, 41.1288797488581, 41.1288797488581, 41.1288797488581
4, 41.80691156684057, 41.80691156684057, 41.80691156684057, 41.80691156684057
4, 42.0411265610082, 42.04112656100871, 42.04112656100871, 42.04112656100871
4, 41.82505807154841, 41.82505807154841, 41.82505807154841, 41.82505807154841
4, 41.18481426059821, 41.184814260598216, 41.184814260598216, 41.18481426059821
4, 40.693359951296074, 40.69335995129608, 40.69335995129608, 40.69335995129608
4, 41.937924284759575, 41.93792428476031, 41.93792428476031, 41.93792428476031
4, 42.94053261548114, 42.940532615481295, 42.940532615481295, 42.940532615481295
4, 41.34863513635206, 41.3486351363522, 41.3486351363522, 41.3486351363522
4, 40.63931652532729, 40.63931652532729, 40.63931652532729, 40.63931652532729
4, 41.644116191225514, 41.64411619122577, 41.64411619122577, 41.64411619122576
4, 41.43067475280127, 41.43067475280125, 41.430674752801245, 41.430674752801245
4, 41.98565901389529, 41.98565901390015, 41.98565901390015, 41.98565901390015
4, 41.210737164390096, 41.210737164390096, 41.210737164390096, 41.210737164390096
4, 42.314773815538715, 42.31477381553871, 42.31477381553871, 42.31477381553871
4, 40.78441260234293, 40.78441260234326, 40.78441260234326, 40.78441260234326
4, 31.93685938226649, 31.936859382266675, 31.936859382266675, 31.936859382266675
4, 41.680141228805816, 41.6801412288065, 41.6801412288065, 41.6801412288065
4, 42.0137940210835, 42.0137940210835, 42.0137940210835, 42.0137940210835
4, 41.8909108014159, 41.89091080141661, 41.89091080141661, 41.89091080141661
4, 41.37323911805042, 41.373239118051, 41.373239118051, 41.373239118051
4, 42.028774636650226, 42.02877463665461, 42.02877463665461, 42.02877463665461
4, 41.6123816664569, 41.612381666457, 41.612381666457, 41.612381666457
4, 41.26388338800813, 41.26388338801099, 41.26388338801099, 41.26388338801099
4, 41.379078223917695, 41.37907822392552, 41.37907822392552, 41.37907822392552
4, 42.38302828541421, 42.383028285414184, 42.383028285414184, 42.383028285414184
4, 34.64633374555897, 34.64633374555897, 34.64633374555897, 34.64633374555897
4, 41.96181963475634, 41.96181963475633, 41.96181963475633, 41.96181963475633
4, 41.10221140843677, 41.10221140843677, 41.10221140843677, 41.10221140843677
4, 41.677154489081914, 41.677154489081914, 41.677154489081914, 41.677154489081914
4, 42.84744563321112, 42.847445633212565, 42.847445633212565, 42.847445633212565
4, 32.29905384252429, 32.2990538425243, 32.2990538425243, 32.2990538425243
4, 41.35065369873196, 41.35065369873196, 41.35065369873196, 41.35065369873196
4, 41.27826680122016, 41.27826680122017, 41.27826680122017, 41.27826680122017
4, 42.673036537484, 42.673036537484045, 42.673036537484045, 42.673036537484045
4, 41.91677234718693, 41.91677234718693, 41.91677234718693, 41.91677234718693
4, 41.99142736806813, 41.99142736806862, 41.99142736806862, 41.99142736806862
4, 42.61134015092902, 42.61134015093014, 42.61134015093014, 42.61134015093014
4, 42.76423653000398, 42.76423653000398, 42.76423653000398, 42.76423653000398
4, 42.04229691123899, 42.04229691123893, 42.042296911238935, 42.04229691123893
4, 41.611286944006416, 41.611286944006416, 41.611286944006416, 41.611286944006416
4, 40.967068551364484, 40.967068551364484, 40.967068551364484, 40.967068551364484
4, 41.208549330327614, 41.208549330327614, 41.208549330327614, 41.208549330327614
4, 42.51292239286555, 42.51292239286657, 42.51292239286657, 42.51292239286657
4, 32.13163358932255, 32.13163358932255, 32.13163358932255, 32.13163358932255
4, 41.70820085425892, 41.70820085425947, 41.70820085425947, 41.70820085425947
4, 41.278482330124625, 41.278482330124646, 41.278482330124646, 41.278482330124646
4, 31.65806471055216, 31.65806471055255, 31.65806471055255, 31.65806471055255
4, 41.85017826664687, 41.85017827093576, 41.85017827093576, 41.85017827093576
4, 41.80045183340608, 41.80045183340642, 41.80045183340643, 41.80045183340642
5, 51.85176448876402, 51.85176448876402, 51.85176448876402, 51.85176448876402
5, 45.502709676760375, 45.50270967676033, 45.50270967676033, 45.50270967676033
5, 41.951745326533185, 41.95174532653602, 41.95174532653602, 41.95174532653602
5, 52.70480571143012, 52.70480571143028, 52.70480571143028, 52.70480571143028
5, 41.80981702173291, 52.0229644096007, 41.809817021737416, 41.809817021737416
5, 41.199292029295556, 41.19929202929622, 41.19929202929622, 41.19929202929622
5, 43.254127835636766, 43.25412783564032, 43.25412783564032, 43.25412783564032
5, 52.75151630662635, 52.75151630663689, 52.75151630663689, 52.75151630663689
5, 42.42327565675655, 42.4232756567566, 42.4232756567566, 42.4232756567566
5, 41.50873056332864, 41.50873056332864, 41.50873056332864, 41.50873056332864
5, 43.73191603484544, 43.73191603484648, 43.73191603484648, 43.73191603484648
5, 36.286216000969475, 46.69138489439769, 36.28621600096948, 36.28621600096948
5, 51.35501516962364, 51.35501516963679, 51.35501516963679, 51.35501516963679
5, 42.14084625118188, 42.14084625118188, 42.14084625118188, 42.14084625118188
5, 42.16801163722985, 42.16801163722985, 42.16801163722985, 42.16801163722985
5, 42.33077753486568, 53.84649195067711, 42.330777534866066, 42.330777534866066
5, 51.575874123484226, 51.57587412348422, 51.57587412348422, 51.57587412348422
5, 40.72453884068223, 56.802315900646526, 56.802315900646526, 40.72453884068228
5, 44.24954651378795, 44.53302474979417, 44.53302474979417, 44.533024749794166
5, 42.35789169548088, 42.35789169548087, 42.35789169548087, 42.35789169548087
5, 43.33375838000002, 43.33375838000074, 54.05806126530836, 43.33375838000074
5, 42.078621389787685, 42.078621389788516, 42.07862138978852, 42.078621389788516
5, 30.879930935782294, 30.879930935786163, 41.152657265708484, 30.879930935786163
5, 42.184503239005394, 42.184503239005394, 42.184503239005394, 42.184503239005394
5, 43.13660635709728, 43.136606357097286, 53.3353496184051, 43.136606357097286
5, 45.332317534930695, 55.957224281651925, 45.332317534933615, 45.332317534933615
5, 51.47155781195038, 51.47155781195036, 51.47155781195036, 51.47155781195036
5, 51.95275197573516, 51.95275197573537, 51.952751975735374, 51.95275197573537
5, 41.762668781352, 41.762668781352346, 41.762668781352346, 41.762668781352346
5, 52.261332538932, 52.261332538941154, 52.261332538941154, 52.261332538941154
5, 42.151167997379964, 48.32689056389624, 48.32689056389624, 42.15116799738621
5, 41.620311012090596, 41.62031101209054, 49.276431310843314, 41.62031101209054
5, 41.85287564231855, 41.85287564231855, 41.85287564231855, 41.852875642318544
5, 42.767511042528824, 55.24181199596246, 42.76751104252883, 42.76751104252883
5, 52.50967618114393, 52.50967618114398, 52.50967618114398, 52.50967618114398
5, 40.96372993265895, 40.96372993265895, 41.59993740902874, 40.96372993265895
5, 51.59279390947853, 51.592793909479326, 51.592793909479326, 51.592793909479326
5, 41.992368193998104, 41.99236819399808, 41.99236819399808, 41.99236819399808
5, 51.9768213181555, 51.9768213181558, 51.9768213181558, 51.9768213181558
5, 41.65899873642047, 41.65899873642046, 41.65899873642046, 41.65899873642046
5, 43.335383612781314, 53.89329880845912, 43.335383612786615, 43.335383612786615
5, 41.95332790490056, 51.95528875188353, 41.953327904901116, 41.953327904901116
5, 40.95470573932099, 40.95470573932453, 51.296620014555124, 40.95470573932453
5, 42.06363308828102, 42.06363308828103, 42.06363308828103, 42.06363308828103
5, 41.84629662244889, 52.42076690453145, 52.42076690453145, 52.42076690453145
5, 32.74491764953352, 53.03255950244926, 32.744917649534656, 32.744917649534656
5, 33.30558536041243, 33.30558536041242, 54.424014976753575, 33.30558536041242
5, 45.22911205240078, 45.229112052400765, 45.229112052400765, 45.229112052400765
5, 52.03141291522065, 52.031412915221495, 52.031412915221495, 52.03141291522148
5, 41.930864180062215, 41.930864180062215, 41.930864180062215, 41.930864180062215
5, 43.002376995867316, 53.57455778133418, 43.002376995867515, 43.002376995867515
5, 33.787320884368405, 33.787320884372086, 33.787320884372086, 33.787320884372086
5, 52.68119712471733, 52.68119712471808, 52.68119712471808, 52.68119712471808
5, 32.9579165292485, 43.3239861386639, 43.217508849259715, 42.74834413209905
5, 51.81789570037112, 51.81789570037207, 51.81789570037207, 51.81789570037207
5, 50.70442907394448, 50.704429073944524, 50.704429073944524, 50.704429073944524
5, 31.25491796635269, 31.25491796635269, 31.25491796635269, 31.25491796635269
5, 41.93483921295329, 41.934839212956085, 52.04998124306287, 41.934839212956085
5, 32.07429043100742, 42.96835743287758, 32.07429043100742, 32.07429043100742
5, 52.34703860092389, 52.347038600925124, 52.347038600925124, 52.347038600925124
5, 42.65399555145992, 42.653995551460596, 42.65399555146059, 42.653995551460596
5, 43.076759039190385, 54.01393863608881, 43.07675903920175, 43.07675903920175
5, 52.6611832969337, 52.66118329694446, 52.66118329694446, 52.66118329694446
5, 51.85799121436298, 51.85799121436298, 51.85799121436298, 51.85799121436298
5, 40.86946538023491, 40.86946538023491, 51.03781979428701, 40.86946538023491
5, 43.962048212693865, 54.77676426270303, 54.77676426270303, 43.962048212693865
5, 41.70014180339933, 53.17139546269652, 53.17139546269652, 53.17139546269652
