MILP, Tercio, Search
4, 3.758125825417066, 3.758125825892882, 3.758125825892882
4, 4.668221595542425, 4.668221595542425, 4.668221595542425
4, 3.382018077046134, 3.382018077046155, 3.382018077046155
4, 4.467090454757969, 4.46709045475797, 4.46709045475797
4, 3.6312328991040443, 3.631232899104045, 3.631232899104045
4, 4.298150913311782, 4.298150913841599, 4.298150913841599
4, 8.050427405623694, 8.050427405623694, 8.050427405623694
4, 2.8714215410494166, 2.8714215414365594, 2.8714215414365594
4, 5.590130796995448, 5.590130796995448, 5.590130796995448
4, 4.542766036397719, 4.542766036397756, 4.542766036397756
4, 7.8913701610829445, 7.8913701610830405, 7.8913701610830405
4, 4.376874734630304, 4.376874734630313, 4.376874734630313
4, 5.387222509430205, 5.387222509430204, 5.387222509430204
4, 6.721085834889833, 6.721085834892165, 6.721085834892165
4, 8.049755893035961, 8.049755893038324, 8.049755893038324
4, 4.573653560543102, 4.57365356054313, 4.57365356054313
4, 6.850636896590952, 6.850636896590953, 6.850636896590953
4, 3.989249875940599, 3.989249875940599, 3.989249875940599
4, 5.642793492240193, 5.64279349224044, 5.64279349224044
4, 6.8743805821092, 6.8743805821092, 6.8743805821092
4, 2.8501952470142915, 2.8501952470142915, 2.8501952470142915
4, 7.599441850000749, 7.599441850000977, 7.599441850000977
4, 8.269536208409827, 8.26953620840983, 8.26953620840983
4, 5.701970147186298, 5.7019701471863, 5.7019701471863
4, 7.493006679342353, 7.493006679342389, 7.493006679342389
4, 3.608158722547756, 3.608158723008572, 3.608158723008572
4, 2.8975623793357355, 2.8975623797260326, 2.8975623797260326
4, 4.989231804499832, 4.989231804499955, 4.989231804499955
4, 1.8613376494114484, 1.8613376494114715, 1.8613376494114715
4, 5.911383837915448, 5.911383837915501, 5.911383837915501
4, 8.9017347579396, 8.901734757939591, 8.90173475793959
4, 5.7220110346339474, 5.7220110346339474, 5.7220110346339474
4, 2.7525060933986563, 2.7525060933986563, 2.7525060933986563
4, 7.631423939794763, 7.631423939794764, 7.631423939794763
4, 2.288336766143257, 2.4064265526115065, 2.288336766143259
4, 4.419246718480365, 4.419246718480365, 4.419246718480364
4, 5.934809812740712, 5.934809812740717, 5.934809812740717
4, 4.886566095633189, 4.8865660956332135, 4.886566095633213
4, 4.926501348014093, 4.92650134801419, 4.92650134801419
4, 7.447079995581881, 7.447079995581881, 7.447079995581881
4, 2.8924238599302856, 2.8924238599302856, 2.8924238599302856
4, 4.753179823651589, 5.972218828593278, 4.753179823651644
4, 6.0674668776459555, 6.067466877645949, 6.067466877645949
4, 3.236137537619641, 3.236137537620058, 3.236137537620058
4, 10.016562528137282, 10.016562528137282, 10.01656252813728
4, 5.615576030294892, 5.615576030294891, 5.615576030294891
4, 9.568846219440342, 9.56884621944306, 9.56884621944306
4, 6.417795662911908, 6.417795662911918, 6.417795662911918
4, 4.490809326408341, 4.490809326408341, 4.490809326408341
4, 8.50572784256378, 8.50572784256378, 8.50572784256378
4, 7.970937811646682, 7.9709378116466825, 7.9709378116466825
4, 3.8857064892445807, 3.8857064892445807, 3.8857064892445807
4, 9.746024873361115, 11.141806392182724, 9.746024873361115
4, 4.845407717601687, 5.717751528276849, 4.845407717601687
4, 3.8333996313255208, 3.8333996318089323, 3.8333996318089323
4, 5.697032494672194, 6.667405538811969, 5.697032494672194
4, 6.510371277703213, 6.914968653154454, 6.914968653154454
4, 9.665987161362164, 9.665987161362175, 9.665987161362175
4, 6.361479755079275, 6.361479755082079, 6.361479755082079
4, 7.446078148724586, 7.446078148724586, 7.446078148724586
4, 7.281324705306204, 7.281324705306204, 7.281324705306204
4, 5.549529113559913, 5.549529114214873, 5.549529114214873
4, 11.243362861979131, 11.243362861979207, 11.243362861979207
4, 5.269679645317966, 5.269679645317966, 5.269679645317966
4, 4.117947967580363, 4.11794796758037, 4.117947967580369
4, 10.087399045260224, 10.08739904526036, 10.08739904526036
4, 4.097537617029731, 4.09753761703071, 4.09753761703071
4, 5.389392223892589, 5.389392223892588, 5.389392223892588
4, 4.713818035708988, 4.713818035708995, 4.713818035708995
4, 6.364494488432477, 6.364494488432493, 6.364494488432492
4, 5.653832934020057, 5.65383293402006, 5.65383293402006
4, 3.7175125739556067, 3.7175125739556214, 3.7175125739556214
4, 3.2499852287666955, 3.249985228768146, 3.249985228768146
4, 6.7434150381640565, 6.7434150381640565, 6.7434150381640565
4, 5.154457383703183, 5.154457383703212, 5.154457383703212
4, 8.264821913530927, 8.264821913531103, 8.264821913531103
4, 6.5037437621776935, 6.503743762177786, 6.503743762177786
4, 6.1217679876981315, 6.1217679876981785, 6.1217679876981785
4, 8.28588743128058, 8.28588743128058, 8.28588743128058
4, 4.030685671858287, 4.030685671858297, 4.030685671858297
4, 5.403771800089086, 5.403771800089086, 5.403771800089086
4, 3.530688831315757, 3.5306888313183973, 3.530688831318397
4, 6.854646405294022, 6.854646406079494, 6.8546464060794925
4, 4.715982446090932, 4.715982446090939, 4.715982446090939
4, 8.741789235457055, 8.741789235457055, 8.741789235457055
4, 7.229693525880275, 7.229693525880469, 7.229693525880469
4, 4.536184263022061, 5.572929831589993, 4.536184263022033
4, 4.785527407709339, 4.7855274077093535, 4.785527407709353
4, 7.025834144871052, 7.025834144871052, 7.025834144871051
4, 2.6601756709867685, 2.6601756709867685, 2.6601756709867685
4, 5.840586601863773, 5.840586601863797, 5.840586601863797
4, 6.516193364512517, 6.516193364513262, 6.516193364513262
4, 5.429742453194039, 5.429742453194096, 5.429742453194096
