MILP, Rearrange, Tercio, Search
4, 6.884044157326531, 6.884044157326532, 6.884044157326532, 6.884044157326532
4, 7.982944238701624, 7.982944238701624, 7.982944238701624, 7.982944238701624
4, 4.373540535689011, 4.373540535689363, 4.373540535689363, 4.373540535689363
4, 5.984777660246402, 5.984777660246401, 5.984777660246401, 5.984777660246401
4, 4.581741223381141, 4.5817412233811945, 4.5817412233811945, 4.5817412233811945
4, 5.874306260847748, 5.874306260847748, 5.874306260847748, 5.874306260847748
4, 8.85801966585856, 8.858019665858627, 8.858019665858627, 8.858019665858627
4, 6.90828996532899, 6.908289965328996, 6.908289965328996, 6.908289965328995
4, 5.457813633533936, 5.457813633533936, 5.457813633533936, 5.457813633533936
4, 5.410412074263075, 5.410412074263094, 5.410412074263094, 5.410412074263094
4, 8.883729469391984, 8.883729469391982, 8.883729469391982, 8.883729469391982
4, 8.77003410765824, 8.77003410765824, 8.77003410765824, 8.77003410765824
4, 5.197454438011234, 5.197454438011244, 5.197454438011244, 5.197454438011244
4, 8.110283365222811, 8.110283365222811, 8.110283365222811, 8.110283365222811
4, 8.015320888637222, 8.015320888637259, 8.015320888637259, 8.015320888637259
4, 6.072749674998545, 6.072749674998544, 6.072749674998544, 6.072749674998544
4, 7.851841416996576, 7.8518414169965745, 7.8518414169965745, 7.8518414169965745
4, 8.460523906046484, 8.460523906046484, 8.460523906046484, 8.460523906046484
4, 8.963863161743575, 8.963863161743626, 8.963863161743626, 8.963863161743626
4, 5.012920196492121, 5.012920196492121, 5.012920196492121, 5.012920196492121
4, 5.359007481120087, 5.359007481120119, 5.359007481120119, 5.359007481120119
4, 6.260402244019117, 6.260402244019127, 6.260402244019127, 6.260402244019127
4, 8.965472142979868, 8.965472142979904, 8.965472142979904, 8.965472142979904
4, 5.1468247293299845, 5.146824729329985, 5.146824729329985, 5.146824729329985
4, 7.477331972350271, 7.477331972350271, 7.477331972350271, 7.477331972350271
4, 6.1517638924917835, 6.151763892491784, 6.151763892491784, 6.151763892491784
4, 5.400033046527137, 5.400033046527137, 5.400033046527137, 5.400033046527137
4, 12.276840009585419, 12.276840009585417, 12.276840009585417, 12.276840009585417
4, 8.558600918969725, 8.558600918969725, 8.558600918969725, 8.558600918969725
4, 7.7216345521222545, 7.721634552122239, 7.721634552122239, 7.721634552122239
4, 5.493230078485283, 5.493230078485284, 5.493230078485284, 5.493230078485284
4, 4.751465082168579, 4.751465121602795, 4.751465121602795, 4.751465121602795
4, 8.121916448768602, 8.121916448768665, 8.121916448768665, 8.121916448768665
4, 9.466322476452918, 9.466322476452941, 9.466322476452941, 9.466322476452941
4, 6.929794554810835, 6.929794554810835, 6.929794554810835, 6.929794554810835
4, 9.22180104676611, 9.221801046766132, 9.221801046766132, 9.221801046766132
4, 6.469564242334295, 6.469564242334294, 6.469564242334293, 6.469564242334293
4, 5.871065906538758, 5.871065906538758, 5.871065906538758, 5.871065906538758
4, 4.589464465616896, 4.589464465616897, 4.589464465616897, 4.589464465616897
4, 5.693537966472885, 5.693537966472885, 5.693537966472885, 5.693537966472885
4, 5.972162660832488, 5.972162660832579, 5.972162660832579, 5.972162660832579
